,Unnamed: 0,source,word,freq_lcnl,freq_lcnl_log,freq_lcnl_log_flipscale,aoa_mean,aoa_sd,aoa_mean_scale,tasa_1,tasa_2,tasa_3,Has_freq,Has_aoa,Filter,score,SUBTLWF,freq_lcnl_extended,freq_lcnl_extended_log,freq_lcnl_extended_log_flipscale,score_extended
3417,4818,3k,pap,2,0.477121255,3.503609122,13,4.69,5.2,1,2,3,TRUE,TRUE,TRUE,27.01443649,1.294117647,2,0.477121255,3.503609122,27.01443649
1561,3913,3k,lease,#N/A,#N/A,#N/A,11.11,4.95,4.444,0,0,0,FALSE,TRUE,FALSE,#N/A,6.274509804,0.000156976,6.82E-05,3.980662208,27.03264883
739,1851,3k,drab,#N/A,#N/A,#N/A,11.11,3.02,4.444,0,0,0,FALSE,TRUE,FALSE,#N/A,0.803921569,2.01E-05,8.73E-06,3.980721642,27.03288657
1740,4363,3k,mince,#N/A,#N/A,#N/A,11.11,4.1,4.444,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.529411765,1.32E-05,5.75E-06,3.980724624,27.0328985
1607,4039,lcnl,loathe,#N/A,#N/A,#N/A,11.12,2.83,4.448,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,2.078431373,5.20E-05,2.26E-05,3.980707795,27.04283118
1918,4749,3k,ore,#N/A,#N/A,#N/A,11.12,3.36,4.448,0,4,12,FALSE,TRUE,FALSE,#N/A,1.647058824,4.12E-05,1.79E-05,3.980712481,27.04284993
1746,4376,lcnl,minx,#N/A,#N/A,#N/A,11.12,3.36,4.448,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.607843137,1.52E-05,6.60E-06,3.980723772,27.04289509
812,2031,3k,ebb,#N/A,#N/A,#N/A,11.12,3.69,4.448,0,0,0,FALSE,TRUE,FALSE,#N/A,0.352941176,8.83E-06,3.83E-06,3.980726542,27.04290617
2735,6748,lcnl,sperm,#N/A,#N/A,#N/A,11.14,2.1,4.456,0,4,2,FALSE,TRUE,FALSE,#N/A,6.235294118,0.000155995,6.77E-05,3.980662634,27.06265054
2316,5698,lcnl,rote,#N/A,#N/A,#N/A,11.15,3.39,4.46,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.117647059,2.94E-06,1.28E-06,3.980729098,27.07291639
1134,2767,3k,gloat,#N/A,#N/A,#N/A,11.16,2.89,4.464,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,1.568627451,3.92E-05,1.70E-05,3.980713333,27.08285333
1917,4747,3k,orb,#N/A,#N/A,#N/A,11.17,3.82,4.468,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,2.745098039,6.87E-05,2.98E-05,3.980700552,27.09280221
749,1872,3k,drawl,#N/A,#N/A,#N/A,11.17,3.07,4.468,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.078431373,1.96E-06,8.52E-07,3.980729524,27.0929181
1604,4033,lcnl,loam,#N/A,#N/A,#N/A,11.17,4.97,4.468,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.058823529,1.47E-06,6.39E-07,3.980729737,27.09291895
1697,4261,lcnl,masque,#N/A,#N/A,#N/A,11.18,2.65,4.472,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.156862745,3.92E-06,1.70E-06,3.980728672,27.10291469
121,308,3k,berth,#N/A,#N/A,#N/A,11.2,3.47,4.48,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.784313725,1.96E-05,8.52E-06,3.980721855,27.12288742
2557,6330,lcnl,skein,#N/A,#N/A,#N/A,11.2,3.29,4.48,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.098039216,2.45E-06,1.07E-06,3.980729311,27.12291725
1046,2567,3k,fuck,#N/A,#N/A,#N/A,11.22,3.15,4.488,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,378.5686275,0.009471045,0.004093866,3.97663651,27.12654604
3476,3455,lcnl,id,1,0.301029996,3.679700381,12.41,4.05,4.964,0,0,0,TRUE,TRUE,TRUE,27.12880152,#N/A,1,0.301029996,3.679700381,27.12880152
2160,5320,3k,pun,#N/A,#N/A,#N/A,11.21,3.65,4.484,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,1.843137255,4.61E-05,2.00E-05,3.980710351,27.1328414
1444,3547,3k,jest,#N/A,#N/A,#N/A,11.21,3.15,4.484,0,2,3,FALSE,TRUE,FALSE,#N/A,1.333333333,3.34E-05,1.45E-05,3.98071589,27.13286356
1891,4700,3k,nymph,#N/A,#N/A,#N/A,11.21,3.94,4.484,0,1,1,FALSE,TRUE,FALSE,#N/A,0.745098039,1.86E-05,8.10E-06,3.980722281,27.13288912
127,327,lcnl,bier,#N/A,#N/A,#N/A,11.22,4.38,4.488,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.039215686,9.81E-07,4.26E-07,3.98072995,27.1429198
718,1795,lcnl,dolt,#N/A,#N/A,#N/A,11.23,4.51,4.492,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.529411765,1.32E-05,5.75E-06,3.980724624,27.1528985
3479,2620,3k,gall,1,0.301029996,3.679700381,12.44,3.45,4.976,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,27.15880152,1.980392157,1,0.301029996,3.679700381,27.15880152
2066,5096,3k,plume,#N/A,#N/A,#N/A,11.24,2.91,4.496,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.470588235,1.18E-05,5.11E-06,3.980725264,27.16290105
3480,2316,3k,flax,1,0.301029996,3.679700381,12.445405,4.36,4.978162,0,2,3,TRUE,TRUE,TRUE,27.16420652,#N/A,1,0.301029996,3.679700381,27.16420652
2725,6723,lcnl,spawn,#N/A,#N/A,#N/A,11.25,3.19,4.5,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,1.823529412,4.56E-05,1.98E-05,3.980710564,27.17284226
2566,6348,lcnl,skimp,#N/A,#N/A,#N/A,11.25,3.88,4.5,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.254901961,6.38E-06,2.77E-06,3.980727607,27.17291043
867,2161,3k,feat,#N/A,#N/A,#N/A,11.26,4.04,4.504,0,0,1,FALSE,TRUE,FALSE,#N/A,1.529411765,3.83E-05,1.66E-05,3.980713759,27.18285504
3481,8603,3k,zinc,1,0.301029996,3.679700381,12.47,3.96,4.988,0,0,1,TRUE,TRUE,TRUE,27.18880152,0.843137255,1,0.301029996,3.679700381,27.18880152
2195,5396,lcnl,quid,#N/A,#N/A,#N/A,11.27,5.08,4.508,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,3.156862745,7.90E-05,3.43E-05,3.980696078,27.19278431
2005,4948,lcnl,phlegm,#N/A,#N/A,#N/A,11.27,3.45,4.508,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.666666667,1.67E-05,7.24E-06,3.980723133,27.19289253
1630,4094,3k,lope,#N/A,#N/A,#N/A,11.27,3.1,4.508,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.117647059,2.94E-06,1.28E-06,3.980729098,27.19291639
1656,4162,3k,lush,#N/A,#N/A,#N/A,11.28,4.4,4.512,0,0,1,FALSE,TRUE,FALSE,#N/A,1.176470588,2.94E-05,1.28E-05,3.980717594,27.20287038
2840,6991,3k,stead,#N/A,#N/A,#N/A,11.28,2.27,4.512,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,1.058823529,2.65E-05,1.15E-05,3.980718872,27.20287549
3050,7495,3k,thence,#N/A,#N/A,#N/A,11.283792,3.52,4.5135168,0,0,0,FALSE,TRUE,FALSE,#N/A,0.274509804,6.87E-06,2.98E-06,3.980727394,27.20670158
3042,7481,unl,thatched,#N/A,#N/A,#N/A,11.29,3.2,4.516,0,0,0,FALSE,TRUE,FALSE,#N/A,0.098039216,2.45E-06,1.07E-06,3.980729311,27.21291725
3485,2057,lcnl,ell,1,0.301029996,3.679700381,12.5,5.93,5,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,27.21880152,1.823529412,1,0.301029996,3.679700381,27.21880152
3484,65,3k,apt,1,0.301029996,3.679700381,12.5,4.18,5,0,0,1,TRUE,TRUE,TRUE,27.21880152,1.745098039,1,0.301029996,3.679700381,27.21880152
1115,2730,3k,gist,#N/A,#N/A,#N/A,11.3,3.51,4.52,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,1.098039216,2.75E-05,1.19E-05,3.980718446,27.22287379
3384,8278,unl,whilst,#N/A,#N/A,#N/A,11.305106,2.99,4.5220424,0,0,0,FALSE,TRUE,FALSE,#N/A,1.509803922,3.78E-05,1.64E-05,3.980713973,27.22796189
170,425,lcnl,blip,#N/A,#N/A,#N/A,11.31,4.63,4.524,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.803921569,2.01E-05,8.73E-06,3.980721642,27.23288657
1360,3314,3k,hoist,#N/A,#N/A,#N/A,11.32,3.9,4.528,0,0,1,FALSE,TRUE,FALSE,#N/A,2.058823529,5.15E-05,2.24E-05,3.980708008,27.24283203
2077,5120,3k,poise,#N/A,#N/A,#N/A,11.33,3.33,4.532,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,1.098039216,2.75E-05,1.19E-05,3.980718446,27.25287379
3406,8332,3k,wield,#N/A,#N/A,#N/A,11.33,2.66,4.532,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.764705882,1.91E-05,8.31E-06,3.980722068,27.25288827
1788,4470,3k,mould,#N/A,#N/A,#N/A,11.33,3.39,4.532,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.725490196,1.82E-05,7.88E-06,3.980722494,27.25288998
512,1284,lcnl,cog,#N/A,#N/A,#N/A,11.33,3.65,4.532,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.529411765,1.32E-05,5.75E-06,3.980724624,27.2528985
2525,6251,3k,shun,#N/A,#N/A,#N/A,11.33,2.85,4.532,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.509803922,1.28E-05,5.54E-06,3.980724837,27.25289935
917,2277,unl,flab,#N/A,#N/A,#N/A,11.33,3.03,4.532,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.176470588,4.41E-06,1.92E-06,3.980728459,27.25291384
1955,4822,3k,pare,#N/A,#N/A,#N/A,11.33,3.63,4.532,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.117647059,2.94E-06,1.28E-06,3.980729098,27.25291639
3181,7790,lcnl,tress,#N/A,#N/A,#N/A,11.33,3.43,4.532,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.117647059,2.94E-06,1.28E-06,3.980729098,27.25291639
1421,3479,lcnl,irk,#N/A,#N/A,#N/A,11.33,3.96,4.532,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.098039216,2.45E-06,1.07E-06,3.980729311,27.25291725
3487,8042,lcnl,vim,1,0.301029996,3.679700381,12.54,3.48,5.016,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,27.25880152,0.137254902,1,0.301029996,3.679700381,27.25880152
2752,6786,3k,spleen,#N/A,#N/A,#N/A,11.35,3.62,4.54,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,2.568627451,6.43E-05,2.79E-05,3.980702469,27.27280988
3488,5282,3k,prow,1,0.301029996,3.679700381,12.56,3.41,5.024,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,27.27880152,0.117647059,1,0.301029996,3.679700381,27.27880152
2513,6224,3k,shrewd,#N/A,#N/A,#N/A,11.37,2.79,4.548,0,0,1,FALSE,TRUE,FALSE,#N/A,1.411764706,3.53E-05,1.53E-05,3.980715038,27.29286015
257,641,3k,breadth,#N/A,#N/A,#N/A,11.38,4.69,4.552,0,0,0,FALSE,TRUE,FALSE,#N/A,0.431372549,1.08E-05,4.69E-06,3.98072569,27.30290276
1896,4712,3k,oath,#N/A,#N/A,#N/A,11.39,2.7,4.556,0,0,2,FALSE,TRUE,FALSE,#N/A,9.882352941,0.000247237,0.00010736,3.980623016,27.31249206
2203,5412,3k,quirk,#N/A,#N/A,#N/A,11.39,3.82,4.556,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.392156863,9.81E-06,4.26E-06,3.980726116,27.31290446
3276,8018,3k,verge,#N/A,#N/A,#N/A,11.41,2.58,4.564,0,0,0,FALSE,TRUE,FALSE,#N/A,3.274509804,8.19E-05,3.56E-05,3.9806948,27.3327792
3489,7812,3k,tripe,1,0.301029996,3.679700381,12.62,3.22,5.048,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,27.33880152,0.803921569,1,0.301029996,3.679700381,27.33880152
2816,6935,3k,staid,#N/A,#N/A,#N/A,11.43,4.03,4.572,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.058823529,1.47E-06,6.39E-07,3.980729737,27.35291895
3296,8068,3k,vouch,#N/A,#N/A,#N/A,11.44,3.62,4.576,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,2.470588235,6.18E-05,2.68E-05,3.980703534,27.36281414
2265,5578,unl,ribbed,#N/A,#N/A,#N/A,11.44,4.53,4.576,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.352941176,8.83E-06,3.83E-06,3.980726542,27.36290617
2837,6984,3k,staunch,#N/A,#N/A,#N/A,11.44,3.03,4.576,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.352941176,8.83E-06,3.83E-06,3.980726542,27.36290617
3478,8513,3k,yawl,#N/A,#N/A,#N/A,11.44,5.29,4.576,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.235294118,5.89E-06,2.56E-06,3.98072782,27.36291128
2423,5976,lcnl,scrum,#N/A,#N/A,#N/A,11.44,2.96,4.576,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.098039216,2.45E-06,1.07E-06,3.980729311,27.36291725
1851,4617,3k,nigh,#N/A,#N/A,#N/A,11.443647,4.77,4.5774588,0,0,0,FALSE,TRUE,FALSE,#N/A,0.823529412,2.06E-05,8.95E-06,3.980721429,27.36653272
929,2305,lcnl,flares,#N/A,#N/A,#N/A,11.45,3.32,4.58,1,1,0,FALSE,TRUE,FALSE,#N/A,1.411764706,3.53E-05,1.53E-05,3.980715038,27.37286015
421,1054,unl,chit,#N/A,#N/A,#N/A,11.45,3.86,4.58,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.274509804,6.87E-06,2.98E-06,3.980727394,27.37290958
1354,3295,lcnl,hoax,#N/A,#N/A,#N/A,11.47,2.27,4.588,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,2.411764706,6.03E-05,2.62E-05,3.980704173,27.39281669
1016,2502,3k,fray,#N/A,#N/A,#N/A,11.47,2.99,4.588,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.941176471,2.35E-05,1.02E-05,3.980720151,27.3928806
507,1271,3k,coax,#N/A,#N/A,#N/A,11.47,2.44,4.588,1,0,0,FALSE,TRUE,FALSE,#N/A,0.803921569,2.01E-05,8.73E-06,3.980721642,27.39288657
3006,7408,3k,taut,#N/A,#N/A,#N/A,11.47,3.69,4.588,0,1,1,FALSE,TRUE,FALSE,#N/A,0.68627451,1.72E-05,7.46E-06,3.98072292,27.39289168
3271,8002,unl,veiled,#N/A,#N/A,#N/A,11.47,4.77,4.588,0,0,0,FALSE,TRUE,FALSE,#N/A,0.529411765,1.32E-05,5.75E-06,3.980724624,27.3928985
247,620,3k,brash,#N/A,#N/A,#N/A,11.47,2.99,4.588,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.411764706,1.03E-05,4.47E-06,3.980725903,27.39290361
1415,3466,lcnl,imp,#N/A,#N/A,#N/A,11.47,4.96,4.588,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.274509804,6.87E-06,2.98E-06,3.980727394,27.39290958
729,1827,lcnl,dote,#N/A,#N/A,#N/A,11.47,3.81,4.588,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.215686275,5.40E-06,2.34E-06,3.980728033,27.39291213
3198,7831,lcnl,trounce,#N/A,#N/A,#N/A,11.47,2.53,4.588,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.058823529,1.47E-06,6.39E-07,3.980729737,27.39291895
2301,5662,lcnl,rogue,#N/A,#N/A,#N/A,11.48,3.39,4.592,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,3.725490196,9.32E-05,4.05E-05,3.9806899,27.4027596
3490,7844,lcnl,trudge,1,0.301029996,3.679700381,12.69,2.63,5.076,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,27.40880152,0.235294118,1,0.301029996,3.679700381,27.40880152
1477,3658,3k,keel,#N/A,#N/A,#N/A,11.5,4.18,4.6,0,0,0,FALSE,TRUE,FALSE,#N/A,1.196078431,2.99E-05,1.30E-05,3.980717381,27.42286952
987,2439,3k,font,#N/A,#N/A,#N/A,11.5,4.9,4.6,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.941176471,2.35E-05,1.02E-05,3.980720151,27.4228806
2641,6522,lcnl,smite,#N/A,#N/A,#N/A,11.5,4.76,4.6,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.568627451,1.42E-05,6.18E-06,3.980724198,27.42289679
3493,8563,3k,yore,#N/A,#N/A,#N/A,11.5,4.42,4.6,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.254901961,6.38E-06,2.77E-06,3.980727607,27.42291043
773,1931,unl,drowse,#N/A,#N/A,#N/A,11.5,3.78,4.6,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.058823529,1.47E-06,6.39E-07,3.980729737,27.42291895
1038,2546,lcnl,frond,#N/A,#N/A,#N/A,11.5,5.66,4.6,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.039215686,9.81E-07,4.26E-07,3.98072995,27.4229198
3492,3132,3k,hash,1,0.301029996,3.679700381,12.74,4.43,5.096,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,27.45880152,3.529411765,1,0.301029996,3.679700381,27.45880152
556,1401,3k,crag,#N/A,#N/A,#N/A,11.54,2.93,4.616,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.37254902,9.32E-06,4.05E-06,3.980726329,27.46290531
2095,5168,lcnl,porn,#N/A,#N/A,#N/A,11.56,3.01,4.624,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,11.60784314,0.000290405,0.000126103,3.980604273,27.48241709
2166,5331,3k,purge,#N/A,#N/A,#N/A,11.56,3.68,4.624,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,1.607843137,4.02E-05,1.75E-05,3.980712907,27.48285163
174,431,3k,bloat,#N/A,#N/A,#N/A,11.56,4.49,4.624,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.509803922,1.28E-05,5.54E-06,3.980724837,27.48289935
192,471,lcnl,blurb,#N/A,#N/A,#N/A,11.56,3.65,4.624,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.254901961,6.38E-06,2.77E-06,3.980727607,27.48291043
1110,2719,3k,gilt,#N/A,#N/A,#N/A,11.56,2.85,4.624,0,0,0,FALSE,TRUE,FALSE,#N/A,0.176470588,4.41E-06,1.92E-06,3.980728459,27.48291384
2586,6393,3k,slat,#N/A,#N/A,#N/A,11.56,4.05,4.624,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.078431373,1.96E-06,8.52E-07,3.980729524,27.4829181
2545,6297,lcnl,singe,#N/A,#N/A,#N/A,11.57,3.79,4.628,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.254901961,6.38E-06,2.77E-06,3.980727607,27.49291043
676,1683,lcnl,deign,#N/A,#N/A,#N/A,11.58,3.68,4.632,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.31372549,7.85E-06,3.41E-06,3.980726968,27.50290787
2793,6879,3k,squall,#N/A,#N/A,#N/A,11.59,4.42,4.636,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.392156863,9.81E-06,4.26E-06,3.980726116,27.51290446
2321,5710,3k,rout,#N/A,#N/A,#N/A,11.59,2.58,4.636,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.352941176,8.83E-06,3.83E-06,3.980726542,27.51290617
2463,6084,3k,sham,#N/A,#N/A,#N/A,11.603502,2.74,4.6414008,1,0,1,FALSE,TRUE,FALSE,#N/A,1.509803922,3.78E-05,1.64E-05,3.980713973,27.52635789
3357,8214,3k,weld,#N/A,#N/A,#N/A,11.61,3.11,4.644,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.62745098,1.57E-05,6.82E-06,3.980723559,27.53289424
1295,3165,3k,haze,#N/A,#N/A,#N/A,11.62,3.02,4.648,0,0,2,FALSE,TRUE,FALSE,#N/A,1.509803922,3.78E-05,1.64E-05,3.980713973,27.54285589
1125,2749,3k,gleam,#N/A,#N/A,#N/A,11.62,3.43,4.648,3,1,1,FALSE,TRUE,FALSE,#N/A,0.980392157,2.45E-05,1.07E-05,3.980719725,27.5428789
3300,8081,lcnl,waft,#N/A,#N/A,#N/A,11.62,1.98,4.648,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,0.156862745,3.92E-06,1.70E-06,3.980728672,27.54291469
