,Unnamed: 0,source,word,freq_lcnl,freq_lcnl_log,freq_lcnl_log_flipscale,aoa_mean,aoa_sd,aoa_mean_scale,tasa_1,tasa_2,tasa_3,Has_freq,Has_aoa,Filter,score,SUBTLWF,freq_lcnl_extended,freq_lcnl_extended_log,freq_lcnl_extended_log_flipscale,score_extended
1537,525,3k,boo,4,0.698970004,3.281760372,3.781264,2.29,1.5125056,15,8,0,TRUE,TRUE,TRUE,16.90830549,#N/A,4,0.698970004,3.281760372,16.90830549
1542,4010,3k,lip,4,0.698970004,3.281760372,3.79,1.13,1.516,4,11,13,TRUE,TRUE,TRUE,16.91704149,10.74509804,4,0.698970004,3.281760372,16.91704149
1341,7725,3k,touch,10,1.041392685,2.939337691,5.16,2.95,2.064,75,98,96,TRUE,TRUE,TRUE,16.91735077,147.7254902,10,1.041392685,2.939337691,16.91735077
1372,7182,3k,stuff,9,1,2.980730377,5,1.78,2,41,64,67,TRUE,TRUE,TRUE,16.92292151,306.9215686,9,1,2.980730377,16.92292151
1371,6769,3k,spin,9,1,2.980730377,5,2.43,2,26,29,15,TRUE,TRUE,TRUE,16.92292151,14.62745098,9,1,2.980730377,16.92292151
1370,5678,3k,roof,9,1,2.980730377,5,2.52,2,154,82,77,TRUE,TRUE,TRUE,16.92292151,35.64705882,9,1,2.980730377,16.92292151
1369,1002,3k,cheer,9,1,2.980730377,5,1.67,2,8,10,12,TRUE,TRUE,TRUE,16.92292151,18.68627451,9,1,2.980730377,16.92292151
1278,6841,3k,spread,14,1.176091259,2.804639117,5.72,2.76,2.288,14,50,75,TRUE,TRUE,TRUE,16.93855647,31.29411765,14,1.176091259,2.804639117,16.93855647
1296,7504,3k,thick,13,1.146128036,2.834602341,5.61,1.91,2.244,62,67,102,TRUE,TRUE,TRUE,16.94840936,13.98039216,13,1.146128036,2.834602341,16.94840936
1231,7064,3k,stole,17,1.255272505,2.725457871,6.051205,1.66,2.420482,2,21,21,TRUE,TRUE,TRUE,16.95303649,53.15686275,17,1.255272505,2.725457871,16.95303649
1749,6632,3k,sock,2,0.477121255,3.503609122,2.94,1.39,1.176,13,13,3,TRUE,TRUE,TRUE,16.95443649,8.980392157,2,0.477121255,3.503609122,16.95443649
1345,4697,3k,nut,10,1.041392685,2.939337691,5.21,1.69,2.084,27,12,8,TRUE,TRUE,TRUE,16.96735077,15.62745098,10,1.041392685,2.939337691,16.96735077
1103,7535,3k,though,36,1.568201724,2.412528652,7.319388,1.8,2.9277552,67,193,304,TRUE,TRUE,TRUE,16.96950261,181.9411765,36,1.568201724,2.412528652,16.96950261
1378,1014,3k,chest,9,1,2.980730377,5.05,2.09,2.02,17,47,52,TRUE,TRUE,TRUE,16.97292151,40.98039216,9,1,2.980730377,16.97292151
1379,2708,3k,gift,9,1,2.980730377,5.05,1.87,2.02,44,28,30,TRUE,TRUE,TRUE,16.97292151,64.50980392,9,1,2.980730377,16.97292151
1196,7109,3k,strange,21,1.342422681,2.638307696,6.42,1.77,2.568,119,190,187,TRUE,TRUE,TRUE,16.97323078,86.43137255,21,1.342422681,2.638307696,16.97323078
1330,2021,3k,earth,11,1.079181246,2.90154913,5.37,1.26,2.148,200,281,348,TRUE,TRUE,TRUE,16.97619652,99.49019608,11,1.079181246,2.90154913,16.97619652
1486,6914,cdi,squirrel,6,0.84509804,3.135632337,4.44,1.92,1.776,105,34,19,TRUE,TRUE,TRUE,16.98252935,5.470588235,6,0.84509804,3.135632337,16.98252935
1382,2227,3k,fill,9,1,2.980730377,5.06,1.47,2.024,39,52,50,TRUE,TRUE,TRUE,16.98292151,43.94117647,9,1,2.980730377,16.98292151
1381,842,3k,cage,9,1,2.980730377,5.06,1.3,2.024,58,76,49,TRUE,TRUE,TRUE,16.98292151,20.2745098,9,1,2.980730377,16.98292151
1417,2512,3k,freeze,8,0.954242509,3.026487867,4.89,1.76,1.956,4,8,13,TRUE,TRUE,TRUE,16.99595147,#N/A,8,0.954242509,3.026487867,16.99595147
1315,5339,3k,purse,12,1.113943352,2.866787024,5.53,2.01,2.212,11,7,13,TRUE,TRUE,TRUE,16.9971481,19.76470588,12,1.113943352,2.866787024,16.9971481
1314,519,3k,bone,12,1.113943352,2.866787024,5.53,1.74,2.212,34,29,48,TRUE,TRUE,TRUE,16.9971481,26.05882353,12,1.113943352,2.866787024,16.9971481
1338,5162,3k,porch,11,1.079181246,2.90154913,5.4,2.19,2.16,50,84,57,TRUE,TRUE,TRUE,17.00619652,9.62745098,11,1.079181246,2.90154913,17.00619652
1518,7287,3k,sweep,5,0.77815125,3.202579126,4.2,1.61,1.68,1,8,13,TRUE,TRUE,TRUE,17.0103165,9.509803922,5,0.77815125,3.202579126,17.0103165
1492,6092,3k,shape,6,0.84509804,3.135632337,4.47,1.87,1.788,53,75,86,TRUE,TRUE,TRUE,17.01252935,30.23529412,6,0.84509804,3.135632337,17.01252935
1557,8420,3k,worm,4,0.698970004,3.281760372,3.89,1.37,1.556,40,19,12,TRUE,TRUE,TRUE,17.01704149,10.11764706,4,0.698970004,3.281760372,17.01704149
1339,1893,3k,drew,11,1.079181246,2.90154913,5.411785,2.21,2.164714,43,70,82,TRUE,TRUE,TRUE,17.01798152,#N/A,11,1.079181246,2.90154913,17.01798152
1301,2310,3k,flat,13,1.146128036,2.834602341,5.68,1.67,2.272,56,106,100,TRUE,TRUE,TRUE,17.01840936,26.21568627,13,1.146128036,2.834602341,17.01840936
1149,2467,3k,forth,32,1.51851394,2.462216437,7.17019,2.6,2.868076,15,37,51,TRUE,TRUE,TRUE,17.01905575,15.76470588,32,1.51851394,2.462216437,17.01905575
1306,6424,3k,slice,13,1.146128036,2.834602341,5.69,2.24,2.276,3,6,7,TRUE,TRUE,TRUE,17.02840936,8.529411765,13,1.146128036,2.834602341,17.02840936
1321,8174,3k,weak,12,1.113943352,2.866787024,5.58,1.64,2.232,24,38,35,TRUE,TRUE,TRUE,17.0471481,31.50980392,12,1.113943352,2.866787024,17.0471481
1344,3876,3k,lawn,11,1.079181246,2.90154913,5.45,2.22,2.18,11,19,24,TRUE,TRUE,TRUE,17.05619652,12.35294118,11,1.079181246,2.90154913,17.05619652
1401,3472,3k,ink,9,1,2.980730377,5.16,1.54,2.064,2,7,15,TRUE,TRUE,TRUE,17.08292151,7.490196078,9,1,2.980730377,17.08292151
1209,4132,3k,luck,21,1.342422681,2.638307696,6.53,2.04,2.612,55,50,41,TRUE,TRUE,TRUE,17.08323078,153.7254902,21,1.342422681,2.638307696,17.08323078
1377,3364,3k,hose,10,1.041392685,2.939337691,5.33,2.03,2.132,19,12,7,TRUE,TRUE,TRUE,17.08735077,8.058823529,10,1.041392685,2.939337691,17.08735077
1466,8381,3k,witch,7,0.903089987,3.07764039,4.78,1.4,1.912,5,12,16,TRUE,TRUE,TRUE,17.09056156,27.64705882,7,0.903089987,3.07764039,17.09056156
1472,5640,3k,roar,7,0.903089987,3.07764039,4.79,2.25,1.916,25,42,25,TRUE,TRUE,TRUE,17.10056156,4.019607843,7,0.903089987,3.07764039,17.10056156
1223,7511,3k,thin,20,1.322219295,2.658511082,6.47,2.76,2.588,57,104,130,TRUE,TRUE,TRUE,17.10404433,20.17647059,20,1.322219295,2.658511082,17.10404433
1361,5092,3k,plum,11,1.079181246,2.90154913,5.5,2.2,2.2,11,5,6,TRUE,TRUE,TRUE,17.10619652,3.411764706,11,1.079181246,2.90154913,17.10619652
1359,1304,3k,comb,11,1.079181246,2.90154913,5.5,2.2,2.2,5,10,13,TRUE,TRUE,TRUE,17.10619652,6.058823529,11,1.079181246,2.90154913,17.10619652
1358,721,3k,broom,11,1.079181246,2.90154913,5.5,2.46,2.2,7,9,16,TRUE,TRUE,TRUE,17.10619652,4.764705882,11,1.079181246,2.90154913,17.10619652
1362,6140,3k,shelf,11,1.079181246,2.90154913,5.5,2.23,2.2,26,36,28,TRUE,TRUE,TRUE,17.10619652,6.960784314,11,1.079181246,2.90154913,17.10619652
1304,4654,3k,noon,14,1.176091259,2.804639117,5.89,2.18,2.356,19,37,34,TRUE,TRUE,TRUE,17.10855647,18.11764706,14,1.176091259,2.804639117,17.10855647
1232,4671,3k,note,19,1.301029996,2.679700381,6.4,1.57,2.56,123,80,57,TRUE,TRUE,TRUE,17.11880152,53.54901961,19,1.301029996,2.679700381,17.11880152
1384,6326,3k,skate,10,1.041392685,2.939337691,5.37,1.61,2.148,47,26,16,TRUE,TRUE,TRUE,17.12735077,5.901960784,10,1.041392685,2.939337691,17.12735077
1385,6824,3k,spot,10,1.041392685,2.939337691,5.39,2.66,2.156,131,75,77,TRUE,TRUE,TRUE,17.14735077,61.56862745,10,1.041392685,2.939337691,17.14735077
1479,6322,3k,size,7,0.903089987,3.07764039,4.84,2.48,1.936,54,72,93,TRUE,TRUE,TRUE,17.15056156,46.1372549,7,0.903089987,3.07764039,17.15056156
1288,4602,3k,news,16,1.230448921,2.750281455,6.16,2.27,2.464,40,62,84,TRUE,TRUE,TRUE,17.16112582,164.6862745,16,1.230448921,2.750281455,17.16112582
1396,7647,3k,tip,10,1.041392685,2.939337691,5.42,2.34,2.168,30,25,25,TRUE,TRUE,TRUE,17.17735077,27.62745098,10,1.041392685,2.939337691,17.17735077
1583,3690,3k,kick,4,0.698970004,3.281760372,4.06,1.73,1.624,20,19,20,TRUE,TRUE,TRUE,17.18704149,73.41176471,4,0.698970004,3.281760372,17.18704149
1398,5821,3k,save,10,1.041392685,2.939337691,5.44,1.69,2.176,65,77,67,TRUE,TRUE,TRUE,17.19735077,162.3137255,10,1.041392685,2.939337691,17.19735077
1427,3526,lcnl,jaws,9,1,2.980730377,5.28,1.87,2.112,2,7,11,TRUE,TRUE,TRUE,17.20292151,2.607843137,9,1,2.980730377,17.20292151
1320,5425,3k,race,14,1.176091259,2.804639117,6,2.62,2.4,151,108,90,TRUE,TRUE,TRUE,17.21855647,61.90196078,14,1.176091259,2.804639117,17.21855647
1512,2479,3k,fourth,6,0.84509804,3.135632337,4.676452,1.29,1.8705808,14,21,38,TRUE,TRUE,TRUE,17.21898135,26.45098039,6,0.84509804,3.135632337,17.21898135
1412,8239,lcnl,whale,10,1.041392685,2.939337691,5.47,1.95,2.188,49,42,31,TRUE,TRUE,TRUE,17.22735077,11.25490196,10,1.041392685,2.939337691,17.22735077
1365,4103,3k,lose,12,1.113943352,2.866787024,5.78,2.32,2.312,47,60,61,TRUE,TRUE,TRUE,17.2471481,164.3529412,12,1.113943352,2.866787024,17.2471481
1471,2838,3k,goose,8,0.954242509,3.026487867,5.15,2.21,2.06,45,30,19,TRUE,TRUE,TRUE,17.25595147,13.03921569,8,0.954242509,3.026487867,17.25595147
1316,258,3k,beat,15,1.204119983,2.776610394,6.15,1.66,2.46,65,85,84,TRUE,TRUE,TRUE,17.25644158,131.6862745,15,1.204119983,2.776610394,17.25644158
1375,4974,3k,pile,12,1.113943352,2.866787024,5.79,2.7,2.316,134,64,59,TRUE,TRUE,TRUE,17.2571481,13.17647059,12,1.113943352,2.866787024,17.2571481
1376,6549,3k,snail,12,1.113943352,2.866787024,5.79,2.57,2.316,18,13,14,TRUE,TRUE,TRUE,17.2571481,1.764705882,12,1.113943352,2.866787024,17.2571481
1520,4809,3k,pan,6,0.84509804,3.135632337,4.72,1.53,1.888,100,41,18,TRUE,TRUE,TRUE,17.26252935,12.29411765,6,0.84509804,3.135632337,17.26252935
1277,4662,3k,north,19,1.301029996,2.679700381,6.55,1.85,2.62,60,109,158,TRUE,TRUE,TRUE,17.26880152,#N/A,19,1.301029996,2.679700381,17.26880152
1348,4794,3k,pair,13,1.146128036,2.834602341,5.94,2.46,2.376,20,41,58,TRUE,TRUE,TRUE,17.27840936,37.25490196,13,1.146128036,2.834602341,17.27840936
1554,954,3k,chalk,5,0.77815125,3.202579126,4.47,1.17,1.788,6,7,11,TRUE,TRUE,TRUE,17.2803165,3.588235294,5,0.77815125,3.202579126,17.2803165
1394,2163,3k,fed,11,1.079181246,2.90154913,5.67821,2.66,2.271284,46,31,39,TRUE,TRUE,TRUE,17.28440652,15.88235294,11,1.079181246,2.90154913,17.28440652
1351,4099,3k,lord,13,1.146128036,2.834602341,5.95,2.04,2.38,20,20,30,TRUE,TRUE,TRUE,17.28840936,#N/A,13,1.146128036,2.834602341,17.28840936
1445,2860,3k,grab,9,1,2.980730377,5.37,2.31,2.148,11,18,20,TRUE,TRUE,TRUE,17.29292151,70.8627451,9,1,2.980730377,17.29292151
1596,1292,3k,coin,4,0.698970004,3.281760372,4.17,1.25,1.668,8,10,10,TRUE,TRUE,TRUE,17.29704149,9.745098039,4,0.698970004,3.281760372,17.29704149
1558,1973,3k,dumb,5,0.77815125,3.202579126,4.5,1.5,1.8,28,27,21,TRUE,TRUE,TRUE,17.3103165,46.96078431,5,0.77815125,3.202579126,17.3103165
1452,2361,3k,float,9,1,2.980730377,5.39,2.55,2.156,8,27,23,TRUE,TRUE,TRUE,17.31292151,7.470588235,9,1,2.980730377,17.31292151
1484,6142,3k,shell,8,0.954242509,3.026487867,5.22,1.96,2.088,60,35,34,TRUE,TRUE,TRUE,17.32595147,13.21568627,8,0.954242509,3.026487867,17.32595147
1482,5435,3k,rag,8,0.954242509,3.026487867,5.22,2.05,2.088,6,6,5,TRUE,TRUE,TRUE,17.32595147,4.784313725,8,0.954242509,3.026487867,17.32595147
1334,659,3k,breeze,15,1.204119983,2.776610394,6.22,3,2.488,5,9,22,TRUE,TRUE,TRUE,17.32644158,8.039215686,15,1.204119983,2.776610394,17.32644158
1368,6415,unl,sleigh,13,1.146128036,2.834602341,6,3.99,2.4,0,1,2,TRUE,TRUE,TRUE,17.33840936,3.274509804,13,1.146128036,2.834602341,17.33840936
1602,5854,3k,scare,4,0.698970004,3.281760372,4.22,1.26,1.688,35,21,10,TRUE,TRUE,TRUE,17.34704149,33.56862745,4,0.698970004,3.281760372,17.34704149
1241,4199,3k,maid,23,1.380211242,2.600519135,6.95,1.68,2.78,22,7,4,TRUE,TRUE,TRUE,17.35207654,22.82352941,23,1.380211242,2.600519135,17.35207654
1709,6940,3k,stair,3,0.602059991,3.378670385,3.84,1.61,1.536,2,2,2,TRUE,TRUE,TRUE,17.35468154,1.352941176,3,0.602059991,3.378670385,17.35468154
1465,3519,3k,jar,9,1,2.980730377,5.44,2.18,2.176,67,53,43,TRUE,TRUE,TRUE,17.36292151,8.31372549,9,1,2.980730377,17.36292151
1508,6740,3k,spell,7,0.903089987,3.07764039,5.06,1.59,2.024,3,24,26,TRUE,TRUE,TRUE,17.37056156,36.64705882,7,0.903089987,3.07764039,17.37056156
1622,4788,3k,pain,4,0.698970004,3.281760372,4.26,1.52,1.704,31,52,57,TRUE,TRUE,TRUE,17.38704149,97.94117647,4,0.698970004,3.281760372,17.38704149
1298,7217,3k,suit,19,1.301029996,2.679700381,6.67,2.2,2.668,47,62,47,TRUE,TRUE,TRUE,17.38880152,68.60784314,19,1.301029996,2.679700381,17.38880152
1327,8194,3k,wee,16,1.230448921,2.750281455,6.39,2.79,2.556,0,1,2,TRUE,TRUE,TRUE,17.39112582,8.509803922,16,1.230448921,2.750281455,17.39112582
1470,7728,3k,tough,9,1,2.980730377,5.47,1.5,2.188,5,27,22,TRUE,TRUE,TRUE,17.39292151,90.50980392,9,1,2.980730377,17.39292151
1423,5209,3k,pray,11,1.079181246,2.90154913,5.79,2.35,2.316,5,7,10,TRUE,TRUE,TRUE,17.39619652,36.21568627,11,1.079181246,2.90154913,17.39619652
1380,3423,3k,hunt,13,1.146128036,2.834602341,6.06,2.01,2.424,102,55,52,TRUE,TRUE,TRUE,17.39840936,25.8627451,13,1.146128036,2.834602341,17.39840936
1264,5191,3k,pout,23,1.380211242,2.600519135,7,4.01,2.8,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,17.40207654,1.078431373,23,1.380211242,2.600519135,17.40207654
1291,5029,3k,plan,20,1.322219295,2.658511082,6.78,2.88,2.712,87,95,78,TRUE,TRUE,TRUE,17.41404433,145.7254902,20,1.322219295,2.658511082,17.41404433
1568,3818,3k,lake,5,0.77815125,3.202579126,4.61,1.72,1.844,202,129,112,TRUE,TRUE,TRUE,17.4203165,36,5,0.77815125,3.202579126,17.4203165
1514,3469,3k,inch,7,0.903089987,3.07764039,5.11,1.73,2.044,9,20,20,TRUE,TRUE,TRUE,17.42056156,12.37254902,7,0.903089987,3.07764039,17.42056156
1515,6738,3k,speed,7,0.903089987,3.07764039,5.11,1.53,2.044,33,52,53,TRUE,TRUE,TRUE,17.42056156,41.25490196,7,0.903089987,3.07764039,17.42056156
1478,3334,3k,hood,9,1,2.980730377,5.5,2.66,2.2,0,10,13,TRUE,TRUE,TRUE,17.42292151,15.39215686,9,1,2.980730377,17.42292151
1503,6367,3k,skunk,8,0.954242509,3.026487867,5.32,1.97,2.128,49,17,7,TRUE,TRUE,TRUE,17.42595147,3.254901961,8,0.954242509,3.026487867,17.42595147
1636,3964,3k,lick,4,0.698970004,3.281760372,4.3,1.53,1.72,14,10,7,TRUE,TRUE,TRUE,17.42704149,10.96078431,4,0.698970004,3.281760372,17.42704149
1635,2777,3k,glove,4,0.698970004,3.281760372,4.3,1.63,1.72,6,14,7,TRUE,TRUE,TRUE,17.42704149,10.09803922,4,0.698970004,3.281760372,17.42704149
1540,3044,3k,gum,6,0.84509804,3.135632337,4.89,1.13,1.956,15,18,19,TRUE,TRUE,TRUE,17.43252935,13.39215686,6,0.84509804,3.135632337,17.43252935
1429,5771,3k,sack,11,1.079181246,2.90154913,5.83,2.01,2.332,42,21,22,TRUE,TRUE,TRUE,17.43619652,12.92156863,11,1.079181246,2.90154913,17.43619652
1430,6207,3k,shot,11,1.079181246,2.90154913,5.84,2.75,2.336,63,79,86,TRUE,TRUE,TRUE,17.44619652,227.4313725,11,1.079181246,2.90154913,17.44619652
1645,1368,3k,cough,4,0.698970004,3.281760372,4.32,2.11,1.728,1,4,7,TRUE,TRUE,TRUE,17.44704149,8.784313725,4,0.698970004,3.281760372,17.44704149
1649,2054,lcnl,elf,4,0.698970004,3.281760372,4.32,2.4,1.728,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,17.44704149,3.784313725,4,0.698970004,3.281760372,17.44704149
1388,1419,3k,crash,13,1.146128036,2.834602341,6.11,2.59,2.444,27,34,28,TRUE,TRUE,TRUE,17.44840936,28.64705882,13,1.146128036,2.834602341,17.44840936
1389,4844,3k,path,13,1.146128036,2.834602341,6.11,2.95,2.444,105,82,87,TRUE,TRUE,TRUE,17.44840936,24.54901961,13,1.146128036,2.834602341,17.44840936
1324,5401,lcnl,quilt,17,1.255272505,2.725457871,6.55,2.65,2.62,19,12,8,TRUE,TRUE,TRUE,17.45183149,0.764705882,17,1.255272505,2.725457871,17.45183149
1521,1100,3k,church,7,0.903089987,3.07764039,5.15,1.76,2.06,25,40,59,TRUE,TRUE,TRUE,17.46056156,69.66666667,7,0.903089987,3.07764039,17.46056156
1726,5039,3k,plant,3,0.602059991,3.378670385,3.95,1.65,1.58,216,124,108,TRUE,TRUE,TRUE,17.46468154,27.60784314,3,0.602059991,3.378670385,17.46468154
1418,625,3k,brave,12,1.113943352,2.866787024,6,2.03,2.4,76,62,49,TRUE,TRUE,TRUE,17.4671481,31.70588235,12,1.113943352,2.866787024,17.4671481
1584,1313,3k,cone,5,0.77815125,3.202579126,4.67,2.57,1.868,14,10,9,TRUE,TRUE,TRUE,17.4803165,2.921568627,5,0.77815125,3.202579126,17.4803165
1300,6293,3k,since,20,1.322219295,2.658511082,6.85048,1.76,2.740192,55,149,200,TRUE,TRUE,TRUE,17.48452433,314.9803922,20,1.322219295,2.658511082,17.48452433
1242,5733,lcnl,ruff,26,1.431363764,2.549366612,7.29,4.09,2.916,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,17.48746645,#N/A,26,1.431363764,2.549366612,17.48746645
1318,2376,3k,flop,18,1.278753601,2.701976776,6.68,3.32,2.672,12,3,1,TRUE,TRUE,TRUE,17.4879071,2.31372549,18,1.278753601,2.701976776,17.4879071
1297,7744,3k,track,21,1.342422681,2.638307696,6.94,2.8,2.776,38,64,60,TRUE,TRUE,TRUE,17.49323078,55.74509804,21,1.342422681,2.638307696,17.49323078
1436,7916,3k,twice,11,1.079181246,2.90154913,5.89135,2.09,2.35654,31,43,58,TRUE,TRUE,TRUE,17.49754652,62.56862745,11,1.079181246,2.90154913,17.49754652
0,0,cdi,I,#N/A,#N/A,#N/A,2.790163,1.26,1.1160652,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,39971.15686,1,0.301029996,3.679700381,17.50896452
1733,4874,3k,pear,3,0.602059991,3.378670385,4,1.7,1.6,0,1,2,TRUE,TRUE,TRUE,17.51468154,1.333333333,3,0.602059991,3.378670385,17.51468154
1529,1245,3k,cluck,7,0.903089987,3.07764039,5.22,2.13,2.088,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,17.53056156,1.431372549,7,0.903089987,3.07764039,17.53056156
1390,1926,3k,drove,14,1.176091259,2.804639117,6.31763,2.57,2.527052,86,101,85,TRUE,TRUE,TRUE,17.53618647,28.8627451,14,1.176091259,2.804639117,17.53618647
1393,7259,3k,swan,14,1.176091259,2.804639117,6.31763,2.05,2.527052,13,3,5,TRUE,TRUE,TRUE,17.53618647,#N/A,14,1.176091259,2.804639117,17.53618647
1335,924,3k,cave,18,1.278753601,2.701976776,6.74,2.49,2.696,70,84,71,TRUE,TRUE,TRUE,17.5479071,13.98039216,18,1.278753601,2.701976776,17.5479071
1498,8038,3k,view,9,1,2.980730377,5.63,2.01,2.252,7,22,33,TRUE,TRUE,TRUE,17.55292151,38.52941176,9,1,2.980730377,17.55292151
1433,6102,3k,sharp,12,1.113943352,2.866787024,6.11,2.73,2.444,37,84,83,TRUE,TRUE,TRUE,17.5771481,23.78431373,12,1.113943352,2.866787024,17.5771481
1349,3109,3k,hang,17,1.255272505,2.725457871,6.68,2.21,2.672,39,66,49,TRUE,TRUE,TRUE,17.58183149,147.745098,17,1.255272505,2.725457871,17.58183149
1562,2699,3k,ghost,6,0.84509804,3.135632337,5.06,2.01,2.024,67,51,44,TRUE,TRUE,TRUE,17.60252935,36.58823529,6,0.84509804,3.135632337,17.60252935
1768,5685,lcnl,rooms,3,0.602059991,3.378670385,4.11,1.56,1.644,41,40,39,TRUE,TRUE,TRUE,17.62468154,26,3,0.602059991,3.378670385,17.62468154
1546,2639,3k,gas,7,0.903089987,3.07764039,5.32,1.97,2.128,49,84,92,TRUE,TRUE,TRUE,17.63056156,67.78431373,7,0.903089987,3.07764039,17.63056156
1524,1022,3k,chick,8,0.954242509,3.026487867,5.53,2.09,2.212,55,23,4,TRUE,TRUE,TRUE,17.63595147,26.15686275,8,0.954242509,3.026487867,17.63595147
1448,2035,3k,edge,12,1.113943352,2.866787024,6.17,2.31,2.468,20,103,122,TRUE,TRUE,TRUE,17.6371481,23.50980392,12,1.113943352,2.866787024,17.6371481
1603,8369,3k,wipe,5,0.77815125,3.202579126,4.83,2.07,1.932,3,2,8,TRUE,TRUE,TRUE,17.6403165,16.88235294,5,0.77815125,3.202579126,17.6403165
1549,412,3k,bless,7,0.903089987,3.07764039,5.33,1.81,2.132,1,2,5,TRUE,TRUE,TRUE,17.64056156,35.05882353,7,0.903089987,3.07764039,17.64056156
1618,253,3k,beard,5,0.77815125,3.202579126,4.84,1.8,1.936,4,13,17,TRUE,TRUE,TRUE,17.6503165,12.60784314,5,0.77815125,3.202579126,17.6503165
1575,2352,3k,flip,6,0.84509804,3.135632337,5.11,1.32,2.044,3,4,5,TRUE,TRUE,TRUE,17.65252935,14.2745098,6,0.84509804,3.135632337,17.65252935
1400,4775,3k,pack,15,1.204119983,2.776610394,6.55,2.7,2.62,53,42,36,TRUE,TRUE,TRUE,17.65644158,43.82352941,15,1.204119983,2.776610394,17.65644158
1504,4051,3k,lock,9,1,2.980730377,5.74,2.28,2.296,44,29,21,TRUE,TRUE,TRUE,17.66292151,56.56862745,9,1,2.980730377,17.66292151
1526,297,3k,bend,8,0.954242509,3.026487867,5.56,1.85,2.224,22,35,29,TRUE,TRUE,TRUE,17.66595147,15.05882353,8,0.954242509,3.026487867,17.66595147
1870,1793,3k,doll,2,0.477121255,3.503609122,3.68,1.34,1.472,61,30,27,TRUE,TRUE,TRUE,17.69443649,24.76470588,2,0.477121255,3.503609122,17.69443649
1633,6680,3k,sour,5,0.77815125,3.202579126,4.89,2.18,1.956,3,8,8,TRUE,TRUE,TRUE,17.7003165,5.823529412,5,0.77815125,3.202579126,17.7003165
1555,3329,lcnl,honk,7,0.903089987,3.07764039,5.39,2.38,2.156,16,9,3,TRUE,TRUE,TRUE,17.70056156,2.392156863,7,0.903089987,3.07764039,17.70056156
1510,281,3k,beg,9,1,2.980730377,5.78,2.32,2.312,5,9,15,TRUE,TRUE,TRUE,17.70292151,50.98039216,9,1,2.980730377,17.70292151
1530,3464,3k,ill,8,0.954242509,3.026487867,5.603611,1.82,2.2414444,7,14,21,TRUE,TRUE,TRUE,17.70956247,21.2745098,8,0.954242509,3.026487867,17.70956247
1585,1059,3k,choice,6,0.84509804,3.135632337,5.17,1.79,2.068,7,17,25,TRUE,TRUE,TRUE,17.71252935,97.54901961,6,0.84509804,3.135632337,17.71252935
1586,1681,3k,deer,6,0.84509804,3.135632337,5.17,3.26,2.068,40,49,53,TRUE,TRUE,TRUE,17.71252935,8.705882353,6,0.84509804,3.135632337,17.71252935
1532,6533,3k,smooth,8,0.954242509,3.026487867,5.61,2.3,2.244,19,36,47,TRUE,TRUE,TRUE,17.71595147,18.2745098,8,0.954242509,3.026487867,17.71595147
1536,7751,3k,trail,8,0.954242509,3.026487867,5.61,1.91,2.244,33,56,57,TRUE,TRUE,TRUE,17.71595147,19.19607843,8,0.954242509,3.026487867,17.71595147
1302,395,3k,blaze,25,1.414973348,2.565757029,7.47,2.37,2.988,0,1,4,TRUE,TRUE,TRUE,17.73302811,2.098039216,25,1.414973348,2.565757029,17.73302811
1881,7928,lcnl,twirl,2,0.477121255,3.503609122,3.72,1.23,1.488,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,17.73443649,1.31372549,2,0.477121255,3.503609122,17.73443649
1410,6020,3k,seem,16,1.230448921,2.750281455,6.74,2.08,2.696,83,121,144,TRUE,TRUE,TRUE,17.74112582,139.8235294,16,1.230448921,2.750281455,17.74112582
1409,901,3k,case,16,1.230448921,2.750281455,6.74,2,2.696,57,70,83,TRUE,TRUE,TRUE,17.74112582,282.4117647,16,1.230448921,2.750281455,17.74112582
1889,1366,3k,couch,2,0.477121255,3.503609122,3.74,1.85,1.496,1,12,11,TRUE,TRUE,TRUE,17.75443649,23.47058824,2,0.477121255,3.503609122,17.75443649
1414,3888,3k,lead,16,1.230448921,2.750281455,6.76,3.42,2.704,9,40,58,TRUE,TRUE,TRUE,17.76112582,83.25490196,16,1.230448921,2.750281455,17.76112582
1523,6665,3k,sore,9,1,2.980730377,5.84,2.03,2.336,14,17,11,TRUE,TRUE,TRUE,17.76292151,15,9,1,2.980730377,17.76292151
1522,4695,3k,nurse,9,1,2.980730377,5.84,1.98,2.336,70,57,32,TRUE,TRUE,TRUE,17.76292151,44.98039216,9,1,2.980730377,17.76292151
1485,1489,unl,crooked,12,1.113943352,2.866787024,6.33,1.61,2.532,4,2,5,TRUE,TRUE,TRUE,17.7971481,5.68627451,12,1.113943352,2.866787024,17.7971481
1509,7604,3k,tick,10,1.041392685,2.939337691,6.05,2.72,2.42,7,0,2,TRUE,TRUE,TRUE,17.80735077,7.254901961,10,1.041392685,2.939337691,17.80735077
1468,2091,3k,fact,13,1.146128036,2.834602341,6.47,2.78,2.588,32,82,120,TRUE,TRUE,TRUE,17.80840936,172.5686275,13,1.146128036,2.834602341,17.80840936
