,source,word,freq_lcnl,aoa_mean,aoa_sd,tasa_1,tasa_2,tasa_3,max tasa,,,,,,,,,
3226,3k,her,1026,5.092075,2.45,4345,4828,5016,5016,FALSE,FALSE,TRUE,3,,,,,
12,3k,add,1,5.1,1.48,46,31,26,46,TRUE,FALSE,FALSE,1,,,,,
674,3k,bride,4,5.1,1.55,0,1,4,4,FALSE,FALSE,TRUE,3,,,,,
6551,3k,snake,23,5.1,2.47,123,96,57,123,TRUE,FALSE,FALSE,1,,,,,
7695,3k,too,313,5.102732,2,2069,1669,1456,2069,TRUE,FALSE,FALSE,1,,,,,
237,lcnl,be,674,5.11,3.23,3366,3618,4161,4161,FALSE,FALSE,TRUE,3,,,,,
612,3k,branch,24,5.11,2.11,54,59,48,59,FALSE,TRUE,FALSE,2,,,,,
992,3k,cheat,1,5.11,1.75,1,1,3,3,FALSE,FALSE,TRUE,3,,,,,
2168,3k,feel,58,5.11,2.73,466,414,419,466,TRUE,FALSE,FALSE,1,,,,,
2352,3k,flip,6,5.11,1.32,3,4,5,5,FALSE,FALSE,TRUE,3,,,,,
3211,3k,hell,3,5.11,1.88,0,11,16,16,FALSE,FALSE,TRUE,3,,,,,
3469,3k,inch,7,5.11,1.73,9,20,20,20,FALSE,TRUE,TRUE,2,,,,,
4392,3k,mix,3,5.11,1.71,24,8,9,24,TRUE,FALSE,FALSE,1,,,,,
4445,3k,mop,1,5.11,1.91,37,1,1,37,TRUE,FALSE,FALSE,1,,,,,
4597,3k,nest,18,5.11,1.94,84,59,58,84,TRUE,FALSE,FALSE,1,,,,,
4830,3k,part,23,5.11,1.15,219,323,508,508,FALSE,FALSE,TRUE,3,,,,,
4910,3k,pen,4,5.11,1.29,90,31,32,90,TRUE,FALSE,FALSE,1,,,,,
5328,3k,pup,11,5.11,3.78,25,14,6,25,TRUE,FALSE,FALSE,1,,,,,
5485,3k,rat,10,5.11,2.25,57,27,23,57,TRUE,FALSE,FALSE,1,,,,,
5775,3k,safe,31,5.11,2.65,124,144,103,144,FALSE,TRUE,FALSE,2,,,,,
6738,3k,speed,7,5.11,1.53,33,52,53,53,FALSE,FALSE,TRUE,3,,,,,
7736,3k,town,107,5.11,2.66,236,262,297,297,FALSE,FALSE,TRUE,3,,,,,
8197,3k,week,18,5.11,2.56,133,193,125,193,FALSE,TRUE,FALSE,2,,,,,
5250,3k,prize,1,5.113389,1.57,28,36,32,36,FALSE,TRUE,FALSE,2,,,,,
5896,3k,scoop,3,5.14,2.22,0,8,8,8,FALSE,TRUE,TRUE,2,,,,,
1027,3k,child,59,5.14536,1.7,70,118,144,144,FALSE,FALSE,TRUE,3,,,,,
2475,3k,found,124,5.14536,1.96,533,535,632,632,FALSE,FALSE,TRUE,3,,,,,
6618,lcnl,so,892,5.14536,1.85,2778,2683,2882,2882,FALSE,FALSE,TRUE,3,,,,,
1100,3k,church,7,5.15,1.76,25,40,59,59,FALSE,FALSE,TRUE,3,,,,,
2137,3k,fat,26,5.15,1.84,134,88,75,134,TRUE,FALSE,FALSE,1,,,,,
2838,3k,goose,8,5.15,2.21,45,30,19,45,TRUE,FALSE,FALSE,1,,,,,
5148,3k,pool,14,5.15,2.3,80,59,48,80,TRUE,FALSE,FALSE,1,,,,,
3472,3k,ink,9,5.16,1.54,2,7,15,15,FALSE,FALSE,TRUE,3,,,,,
4782,3k,page,33,5.16,1.8,52,93,171,171,FALSE,FALSE,TRUE,3,,,,,
5137,3k,pond,33,5.16,1.98,202,89,61,202,TRUE,FALSE,FALSE,1,,,,,
7453,3k,tent,18,5.16,1.95,51,39,39,51,TRUE,FALSE,FALSE,1,,,,,
7633,3k,time,417,5.16,1.86,1847,1882,2005,2005,FALSE,FALSE,TRUE,3,,,,,
7725,3k,touch,10,5.16,2.95,75,98,96,98,FALSE,TRUE,FALSE,2,,,,,
187,3k,bark,17,5.17,1.76,58,47,45,58,TRUE,FALSE,FALSE,1,,,,,
1059,3k,choice,6,5.17,1.79,7,17,25,25,FALSE,FALSE,TRUE,3,,,,,
1652,3k,dead,12,5.17,2.09,86,153,163,163,FALSE,FALSE,TRUE,3,,,,,
1681,3k,deer,6,5.17,3.26,40,49,53,53,FALSE,FALSE,TRUE,3,,,,,
3183,3k,heart,44,5.17,2.23,48,102,164,164,FALSE,FALSE,TRUE,3,,,,,
4121,3k,love,215,5.17,3.54,111,164,135,164,FALSE,TRUE,FALSE,2,,,,,
7875,3k,tug,5,5.17,2.2,13,9,7,13,TRUE,FALSE,FALSE,1,,,,,
2548,3k,front,84,5.187988,2.06,372,447,450,450,FALSE,FALSE,TRUE,3,,,,,
7979,3k,van,14,5.198645,2.76,98,20,10,98,TRUE,FALSE,FALSE,1,,,,,
3595,3k,joke,5,5.2,1.88,31,34,28,34,FALSE,TRUE,FALSE,2,,,,,
2550,3k,frost,4,5.209302,1.58,11,6,16,16,FALSE,FALSE,TRUE,3,,,,,
4766,3k,own,50,5.209302,1.81,312,402,480,480,FALSE,FALSE,TRUE,3,,,,,
353,3k,birth,1,5.21,2.25,0,6,13,13,FALSE,FALSE,TRUE,3,,,,,
2509,3k,free,23,5.21,1.78,92,116,120,120,FALSE,FALSE,TRUE,3,,,,,
2813,3k,goat,24,5.21,2.07,70,52,33,70,TRUE,FALSE,FALSE,1,,,,,
2986,3k,gross,2,5.21,2.92,2,0,1,2,TRUE,FALSE,FALSE,1,,,,,
4697,3k,nut,10,5.21,1.69,27,12,8,27,TRUE,FALSE,FALSE,1,,,,,
5693,lcnl,ropes,2,5.21,1.65,14,20,13,20,FALSE,TRUE,FALSE,2,,,,,
947,3k,chain,2,5.22,2.13,15,19,24,24,FALSE,FALSE,TRUE,3,,,,,
2585,3k,fur,17,5.22,2.05,60,55,53,60,TRUE,FALSE,FALSE,1,,,,,
3831,3k,land,24,5.22,2.69,194,248,315,315,FALSE,FALSE,TRUE,3,,,,,
4443,3k,moose,4,5.22,1.73,2,16,14,16,FALSE,TRUE,FALSE,2,,,,,
5435,3k,rag,8,5.22,2.05,6,6,5,6,TRUE,TRUE,FALSE,1,,,,,
6142,3k,shell,8,5.22,1.96,60,35,34,60,TRUE,FALSE,FALSE,1,,,,,
8522,3k,year,28,5.24,1.73,132,260,336,336,FALSE,FALSE,TRUE,3,,,,,
5211,lcnl,prayer,1,5.25,1.77,0,4,7,7,FALSE,FALSE,TRUE,3,,,,,
5336,lcnl,purr,2,5.25,2.53,5,3,2,5,TRUE,FALSE,FALSE,1,,,,,
4677,3k,now,405,5.25193,1.77,2249,1833,1836,2249,TRUE,FALSE,FALSE,1,,,,,
5355,3k,quack,35,5.25193,3.59,3,4,2,4,FALSE,TRUE,FALSE,2,,,,,
6319,3k,six,33,5.25193,1.86,151,166,160,166,FALSE,TRUE,FALSE,2,,,,,
7496,3k,there,693,5.25193,2.05,3255,3310,3699,3699,FALSE,FALSE,TRUE,3,,,,,
7619,3k,tight,29,5.25193,1.61,25,48,58,58,FALSE,FALSE,TRUE,3,,,,,
1906,3k,drive,22,5.26,2.58,78,108,98,108,FALSE,TRUE,FALSE,2,,,,,
3532,3k,jeans,1,5.26,2.1,11,12,15,15,FALSE,FALSE,TRUE,3,,,,,
4956,3k,pick,38,5.26,2.31,198,151,110,198,TRUE,FALSE,FALSE,1,,,,,
5245,3k,prince,16,5.26,2.31,94,71,70,94,TRUE,FALSE,FALSE,1,,,,,
5415,3k,quit,3,5.26,2.18,22,38,26,38,FALSE,TRUE,FALSE,2,,,,,
6078,3k,shake,18,5.26,1.69,45,45,38,45,TRUE,TRUE,FALSE,1,,,,,
7039,3k,still,134,5.262587,1.87,699,758,830,830,FALSE,FALSE,TRUE,3,,,,,
7489,3k,their,324,5.262587,2.02,660,1336,2034,2034,FALSE,FALSE,TRUE,3,,,,,
3526,lcnl,jaws,9,5.28,1.87,2,7,11,11,FALSE,FALSE,TRUE,3,,,,,
3863,3k,late,36,5.28,1.93,193,197,172,197,FALSE,TRUE,FALSE,2,,,,,
8430,3k,would,396,5.28,1.56,1957,2329,2710,2710,FALSE,FALSE,TRUE,3,,,,,
643,3k,break,19,5.3,2.18,56,77,100,100,FALSE,FALSE,TRUE,3,,,,,
1185,3k,climb,27,5.3,2.05,123,89,60,123,TRUE,FALSE,FALSE,1,,,,,
1225,3k,cloth,1,5.3,1.13,50,55,75,75,FALSE,FALSE,TRUE,3,,,,,
8515,3k,yawn,5,5.3,1.81,7,3,2,7,TRUE,FALSE,FALSE,1,,,,,
125,3k,back,406,5.305215,2.35,2096,1959,1784,2096,TRUE,FALSE,FALSE,1,,,,,
1153,3k,clay,16,5.32,2.06,59,60,42,60,FALSE,TRUE,FALSE,2,,,,,
2639,3k,gas,7,5.32,1.97,49,84,92,92,FALSE,FALSE,TRUE,3,,,,,
2647,3k,gate,18,5.32,2.29,77,67,61,77,TRUE,FALSE,FALSE,1,,,,,
3161,3k,hay,22,5.32,1.92,8,20,32,32,FALSE,FALSE,TRUE,3,,,,,
5452,3k,rake,6,5.32,1.77,27,5,3,27,TRUE,FALSE,FALSE,1,,,,,
6260,3k,shy,12,5.32,1.95,16,16,14,16,TRUE,TRUE,FALSE,1,,,,,
6367,3k,skunk,8,5.32,1.97,49,17,7,49,TRUE,FALSE,FALSE,1,,,,,
8418,3k,world,93,5.32,2.26,150,273,399,399,FALSE,FALSE,TRUE,3,,,,,
412,3k,bless,7,5.33,1.81,1,2,5,5,FALSE,FALSE,TRUE,3,,,,,
2279,3k,flag,6,5.33,2.38,19,17,16,19,TRUE,FALSE,FALSE,1,,,,,
3187,3k,heat,4,5.33,2.03,45,67,136,136,FALSE,FALSE,TRUE,3,,,,,
3364,3k,hose,10,5.33,2.03,19,12,7,19,TRUE,FALSE,FALSE,1,,,,,
3524,3k,jaw,1,5.33,2.28,2,7,12,12,FALSE,FALSE,TRUE,3,,,,,
6134,3k,sheet,4,5.33,2.45,21,36,24,36,FALSE,TRUE,FALSE,2,,,,,
6170,3k,ship,19,5.33,2.06,165,148,149,165,TRUE,FALSE,FALSE,1,,,,,
3097,3k,hall,43,5.35,2.16,127,139,108,139,FALSE,TRUE,FALSE,2,,,,,
2047,3k,eight,27,5.3585,1.72,60,73,85,85,FALSE,FALSE,TRUE,3,,,,,
2216,3k,fifth,2,5.3585,2.32,11,16,20,20,FALSE,FALSE,TRUE,3,,,,,
3378,3k,how,292,5.3585,1.92,2048,2049,2147,2147,FALSE,FALSE,TRUE,3,,,,,
3457,lcnl,if,468,5.3585,2.34,1827,2192,2595,2595,FALSE,FALSE,TRUE,3,,,,,
5824,3k,saw,164,5.3585,2.09,1596,999,727,1596,TRUE,FALSE,FALSE,1,,,,,
6320,3k,sixth,2,5.3585,1.97,5,12,10,12,FALSE,TRUE,FALSE,2,,,,,
1013,3k,chess,2,5.37,2.03,0,1,2,2,FALSE,FALSE,TRUE,3,,,,,
1664,3k,death,2,5.37,1.8,15,44,79,79,FALSE,FALSE,TRUE,3,,,,,
2021,3k,earth,11,5.37,1.26,200,281,348,348,FALSE,FALSE,TRUE,3,,,,,
2860,3k,grab,9,5.37,2.31,11,18,20,20,FALSE,FALSE,TRUE,3,,,,,
4365,3k,mind,31,5.37,1.86,115,271,316,316,FALSE,FALSE,TRUE,3,,,,,
5819,3k,sauce,2,5.37,2.24,1,3,4,4,FALSE,FALSE,TRUE,3,,,,,
6326,3k,skate,10,5.37,1.61,47,26,16,47,TRUE,FALSE,FALSE,1,,,,,
6678,3k,soup,29,5.37,2.65,123,58,27,123,TRUE,FALSE,FALSE,1,,,,,
7697,3k,tool,1,5.37,2.03,10,14,18,18,FALSE,FALSE,TRUE,3,,,,,
2361,3k,float,9,5.39,2.55,8,27,23,27,FALSE,TRUE,FALSE,2,,,,,
3329,lcnl,honk,7,5.39,2.38,16,9,3,16,TRUE,FALSE,FALSE,1,,,,,
3549,3k,jet,5,5.39,2.52,27,13,10,27,TRUE,FALSE,FALSE,1,,,,,
3576,3k,job,18,5.39,2.06,348,280,168,348,TRUE,FALSE,FALSE,1,,,,,
4833,3k,pass,12,5.39,1.65,56,69,80,80,FALSE,FALSE,TRUE,3,,,,,
6824,3k,spot,10,5.39,2.66,131,75,77,131,TRUE,FALSE,FALSE,1,,,,,
8168,3k,way,247,5.39,1.74,1288,1322,1517,1517,FALSE,FALSE,TRUE,3,,,,,
1533,3k,cub,6,5.4,2.04,11,9,12,12,FALSE,FALSE,TRUE,3,,,,,
4018,cdi,listen,38,5.4,2.62,207,198,170,207,TRUE,FALSE,FALSE,1,,,,,
5162,3k,porch,11,5.4,2.19,50,84,57,84,FALSE,TRUE,FALSE,2,,,,,
827,3k,by,312,5.411785,1.5,1189,1462,2074,2074,FALSE,FALSE,TRUE,3,,,,,
1893,3k,drew,11,5.411785,2.21,43,70,82,82,FALSE,FALSE,TRUE,3,,,,,
4574,3k,near,33,5.411785,1.96,329,341,380,380,FALSE,FALSE,TRUE,3,,,,,
243,3k,beak,2,5.42,2.73,6,7,9,9,FALSE,FALSE,TRUE,3,,,,,
3205,3k,height,1,5.42,1.43,0,4,13,13,FALSE,FALSE,TRUE,3,,,,,
3710,3k,king,70,5.42,2.63,399,263,209,399,TRUE,FALSE,FALSE,1,,,,,
4545,3k,nail,13,5.42,2.36,29,16,12,29,TRUE,FALSE,FALSE,1,,,,,
5994,3k,seal,2,5.42,1.87,49,24,16,49,TRUE,FALSE,FALSE,1,,,,,
6899,3k,squeeze,5,5.42,2.17,7,8,9,9,FALSE,FALSE,TRUE,3,,,,,
7647,3k,tip,10,5.42,2.34,30,25,25,30,TRUE,FALSE,FALSE,1,,,,,
4577,3k,neat,13,5.43,3.2,21,43,30,43,FALSE,TRUE,FALSE,2,,,,,
3022,3k,guess,39,5.44,1.46,210,225,155,225,FALSE,TRUE,FALSE,2,,,,,
3519,3k,jar,9,5.44,2.18,67,53,43,67,TRUE,FALSE,FALSE,1,,,,,
5277,3k,proud,22,5.44,1.58,45,67,60,67,FALSE,TRUE,FALSE,2,,,,,
5691,3k,rope,26,5.44,2.09,133,109,93,133,TRUE,FALSE,FALSE,1,,,,,
5821,3k,save,10,5.44,1.69,65,77,67,77,FALSE,TRUE,FALSE,2,,,,,
6276,3k,sight,21,5.44,2.01,24,88,112,112,FALSE,FALSE,TRUE,3,,,,,
3876,3k,lawn,11,5.45,2.22,11,19,24,24,FALSE,FALSE,TRUE,3,,,,,
7326,3k,sword,5,5.45,1.43,0,10,19,19,FALSE,FALSE,TRUE,3,,,,,
3096,3k,half,25,5.454413,1.77,77,188,251,251,FALSE,FALSE,TRUE,3,,,,,
7473,3k,than,105,5.454413,2.33,476,728,1008,1008,FALSE,FALSE,TRUE,3,,,,,
1679,3k,deep,58,5.47,2.46,128,188,217,217,FALSE,FALSE,TRUE,3,,,,,
2219,3k,fight,38,5.47,2.06,85,123,103,123,FALSE,TRUE,FALSE,2,,,,,
3896,3k,leak,1,5.47,1.81,0,4,5,5,FALSE,FALSE,TRUE,3,,,,,
4310,3k,melt,3,5.47,2.09,16,13,10,16,TRUE,FALSE,FALSE,1,,,,,
5573,3k,rhyme,5,5.47,1.98,1,2,3,3,FALSE,FALSE,TRUE,3,,,,,
6100,3k,shark,23,5.47,1.65,15,19,8,19,FALSE,TRUE,FALSE,2,,,,,
7132,3k,stretch,2,5.47,2.17,11,16,27,27,FALSE,FALSE,TRUE,3,,,,,
7412,3k,tea,23,5.47,2.39,51,61,71,71,FALSE,FALSE,TRUE,3,,,,,
7728,3k,tough,9,5.47,1.5,5,27,22,27,FALSE,TRUE,FALSE,2,,,,,
8239,lcnl,whale,10,5.47,1.95,49,42,31,49,TRUE,FALSE,FALSE,1,,,,,
146,lcnl,bake,13,5.5,2.53,52,12,7,52,TRUE,FALSE,FALSE,1,,,,,
721,3k,broom,11,5.5,2.46,7,9,16,16,FALSE,FALSE,TRUE,3,,,,,
1304,3k,comb,11,5.5,2.2,5,10,13,13,FALSE,FALSE,TRUE,3,,,,,
2594,3k,fuss,4,5.5,1.86,40,14,9,40,TRUE,FALSE,FALSE,1,,,,,
3334,3k,hood,9,5.5,2.66,0,10,13,13,FALSE,FALSE,TRUE,3,,,,,
4862,3k,pay,13,5.5,1.76,141,147,105,147,FALSE,TRUE,FALSE,2,,,,,
4982,3k,pinch,2,5.5,2.28,6,4,4,6,TRUE,FALSE,FALSE,1,,,,,
5092,3k,plum,11,5.5,2.2,11,5,6,11,TRUE,FALSE,FALSE,1,,,,,
6140,3k,shelf,11,5.5,2.23,26,36,28,36,FALSE,TRUE,FALSE,2,,,,,
6504,3k,smart,18,5.5,1.86,114,57,41,114,TRUE,FALSE,FALSE,1,,,,,
6847,3k,spring,29,5.5,2.15,129,131,153,153,FALSE,FALSE,TRUE,3,,,,,
7479,3k,that,1383,5.529012,2.06,6087,6786,8610,8610,FALSE,FALSE,TRUE,3,,,,,
519,3k,bone,12,5.53,1.74,34,29,48,48,FALSE,FALSE,TRUE,3,,,,,
879,3k,cap,16,5.53,2.01,84,48,52,84,TRUE,FALSE,FALSE,1,,,,,
984,3k,chase,24,5.53,2.12,21,17,15,21,TRUE,FALSE,FALSE,1,,,,,
994,3k,check,5,5.53,1.68,49,63,59,63,FALSE,TRUE,FALSE,2,,,,,
1022,3k,chick,8,5.53,2.09,55,23,4,55,TRUE,FALSE,FALSE,1,,,,,
3141,3k,hate,17,5.53,2.06,85,60,47,85,TRUE,FALSE,FALSE,1,,,,,
3903,3k,leap,7,5.53,1.93,3,10,14,14,FALSE,FALSE,TRUE,3,,,,,
4984,3k,pine,5,5.53,2.14,70,43,38,70,TRUE,FALSE,FALSE,1,,,,,
5339,3k,purse,12,5.53,2.01,11,7,13,13,FALSE,FALSE,TRUE,3,,,,,
6195,3k,shoot,7,5.53,2.39,10,43,36,43,FALSE,TRUE,FALSE,2,,,,,
3381,3k,howl,4,5.55,1.85,10,8,10,10,TRUE,FALSE,TRUE,1,,,,,
1660,3k,dear,107,5.550326,1.82,73,93,84,93,FALSE,TRUE,FALSE,2,,,,,
297,3k,bend,8,5.56,1.85,22,35,29,35,FALSE,TRUE,FALSE,2,,,,,
532,3k,boom,22,5.56,2.43,8,28,15,28,FALSE,TRUE,FALSE,2,,,,,
823,3k,buy,49,5.56,2.08,144,174,177,177,FALSE,FALSE,TRUE,3,,,,,
1703,3k,desk,21,5.56,2.2,140,126,89,140,TRUE,FALSE,FALSE,1,,,,,
4273,3k,math,1,5.56,1.46,16,12,9,16,TRUE,FALSE,FALSE,1,,,,,
3935,3k,left,119,5.57164,2.17,556,604,606,606,FALSE,FALSE,TRUE,3,,,,,
4651,3k,none,23,5.57164,1.85,16,56,71,71,FALSE,FALSE,TRUE,3,,,,,
676,3k,bridge,21,5.58,2.34,31,52,44,52,FALSE,TRUE,FALSE,2,,,,,
3048,3k,gun,7,5.58,2.52,83,68,64,83,TRUE,FALSE,FALSE,1,,,,,
3919,3k,leave,50,5.58,2.48,246,273,193,273,FALSE,TRUE,FALSE,2,,,,,
4017,3k,list,16,5.58,2.32,164,76,65,164,TRUE,FALSE,FALSE,1,,,,,
7050,3k,stir,3,5.58,3.29,3,6,9,9,FALSE,FALSE,TRUE,3,,,,,
7207,3k,suck,1,5.58,2.39,5,4,4,5,TRUE,FALSE,FALSE,1,,,,,
8174,3k,weak,12,5.58,1.64,24,38,35,38,FALSE,TRUE,FALSE,2,,,,,
4224,3k,mane,1,5.6,2.14,2,3,6,6,FALSE,FALSE,TRUE,3,,,,,
4232,3k,map,3,5.6,2.06,91,74,106,106,FALSE,FALSE,TRUE,3,,,,,
2077,3k,eve,5,5.603611,2.45,16,6,5,16,TRUE,FALSE,FALSE,1,,,,,
3464,3k,ill,8,5.603611,1.82,7,14,21,21,FALSE,FALSE,TRUE,3,,,,,
4257,lcnl,mashed,3,5.61,2.73,1,1,2,2,FALSE,FALSE,TRUE,3,,,,,
5936,3k,scratch,17,5.61,3.05,2,7,13,13,FALSE,FALSE,TRUE,3,,,,,
6533,3k,smooth,8,5.61,2.3,19,36,47,47,FALSE,FALSE,TRUE,3,,,,,
7110,3k,strap,1,5.61,2.68,0,1,7,7,FALSE,FALSE,TRUE,3,,,,,
7504,3k,thick,13,5.61,1.91,62,67,102,102,FALSE,FALSE,TRUE,3,,,,,
7751,3k,trail,8,5.61,1.91,33,56,57,57,FALSE,FALSE,TRUE,3,,,,,
8210,3k,weird,2,5.61,1.75,2,8,11,11,FALSE,FALSE,TRUE,3,,,,,
788,3k,bunk,3,5.62,2.52,0,8,7,8,FALSE,TRUE,FALSE,2,,,,,
4640,3k,nod,2,5.62,2.91,3,7,5,7,FALSE,TRUE,FALSE,2,,,,,
5800,3k,same,45,5.624925,1.71,403,475,578,578,FALSE,FALSE,TRUE,3,,,,,
422,3k,blink,15,5.63,2.27,3,3,5,5,FALSE,FALSE,TRUE,3,,,,,
1520,3k,crunch,14,5.63,1.83,1,6,3,6,FALSE,TRUE,FALSE,2,,,,,
2120,3k,fan,6,5.63,2.54,11,4,9,11,TRUE,FALSE,FALSE,1,,,,,
4216,3k,male,2,5.63,2.17,2,9,16,16,FALSE,FALSE,TRUE,3,,,,,
5126,3k,pole,26,5.63,2.83,34,60,70,70,FALSE,FALSE,TRUE,3,,,,,
5166,3k,pork,2,5.63,1.95,2,5,2,5,FALSE,TRUE,FALSE,2,,,,,
6923,3k,stack,14,5.63,2.22,15,11,9,15,TRUE,FALSE,FALSE,1,,,,,
8038,3k,view,9,5.63,2.01,7,22,33,33,FALSE,FALSE,TRUE,3,,,,,
8104,3k,wake,19,5.63,3.93,56,62,50,62,FALSE,TRUE,FALSE,2,,,,,
8335,3k,wig,5,5.63,2.22,4,3,3,4,TRUE,FALSE,FALSE,1,,,,,
888,3k,care,48,5.65,2.01,335,286,280,335,TRUE,FALSE,FALSE,1,,,,,
4286,3k,may,94,5.65,2.35,616,518,770,770,FALSE,FALSE,TRUE,3,,,,,
4507,3k,mule,7,5.65,1.66,41,8,10,41,TRUE,FALSE,FALSE,1,,,,,
1361,3k,cost,3,5.67,1.88,30,23,24,30,TRUE,FALSE,FALSE,1,,,,,
2105,3k,fair,24,5.67,1.91,113,104,78,113,TRUE,FALSE,FALSE,1,,,,,
6356,3k,skirt,1,5.67,2.57,9,13,18,18,FALSE,FALSE,TRUE,3,,,,,
6695,3k,space,16,5.67,1.91,67,103,148,148,FALSE,FALSE,TRUE,3,,,,,
8334,3k,wife,24,5.67,3.2,191,157,123,191,TRUE,FALSE,FALSE,1,,,,,
2163,3k,fed,11,5.67821,2.66,46,31,39,46,TRUE,FALSE,FALSE,1,,,,,
2310,3k,flat,13,5.68,1.67,56,106,100,106,FALSE,TRUE,FALSE,2,,,,,
5852,3k,scar,1,5.68,2.21,0,3,5,5,FALSE,FALSE,TRUE,3,,,,,
5857,3k,scarf,69,5.68,2.54,6,13,12,13,FALSE,TRUE,FALSE,2,,,,,
6040,3k,send,15,5.68,1.73,74,75,83,83,FALSE,FALSE,TRUE,3,,,,,
6424,3k,slice,13,5.69,2.24,3,6,7,7,FALSE,FALSE,TRUE,3,,,,,
1693,3k,den,21,5.7,1.66,21,12,9,21,TRUE,FALSE,FALSE,1,,,,,
3310,3k,hog,7,5.7,2.27,7,1,2,7,TRUE,FALSE,FALSE,1,,,,,
2866,3k,grade,5,5.72,1.36,48,41,36,48,TRUE,FALSE,FALSE,1,,,,,
4269,3k,match,2,5.72,1.87,41,47,34,47,FALSE,TRUE,FALSE,2,,,,,
6841,3k,spread,14,5.72,2.76,14,50,75,75,FALSE,FALSE,TRUE,3,,,,,
7820,3k,troll,1,5.72,2.19,50,29,5,50,TRUE,FALSE,FALSE,1,,,,,
165,3k,bang,17,5.74,2.88,64,22,16,64,TRUE,FALSE,FALSE,1,,,,,
256,3k,beast,3,5.74,2.79,26,13,12,26,TRUE,FALSE,FALSE,1,,,,,
870,3k,cane,2,5.74,1.97,53,13,11,53,TRUE,FALSE,FALSE,1,,,,,
1503,3k,crow,23,5.74,3.28,30,29,18,30,TRUE,FALSE,FALSE,1,,,,,
2264,3k,fit,24,5.74,1.66,82,64,59,82,TRUE,FALSE,FALSE,1,,,,,
2902,3k,gray,26,5.74,2.6,106,116,105,116,FALSE,TRUE,FALSE,2,,,,,
3371,3k,hound,2,5.74,1.97,19,13,8,19,TRUE,FALSE,FALSE,1,,,,,
3500,3k,jail,1,5.74,2.45,21,15,26,26,FALSE,FALSE,TRUE,3,,,,,
3850,3k,large,35,5.74,2.23,98,214,408,408,FALSE,FALSE,TRUE,3,,,,,
4051,3k,lock,9,5.74,2.28,44,29,21,44,TRUE,FALSE,FALSE,1,,,,,
4798,3k,pal,6,5.74,2.54,7,9,6,9,FALSE,TRUE,FALSE,2,,,,,
6822,3k,sport,5,5.74,1.82,4,23,34,34,FALSE,FALSE,TRUE,3,,,,,
7146,lcnl,strings,3,5.74,2.26,5,10,13,13,FALSE,FALSE,TRUE,3,,,,,
8139,3k,warn,5,5.74,1.94,1,9,10,10,FALSE,FALSE,TRUE,3,,,,,
3169,lcnl,heads,16,5.742152,4.5,37,42,52,52,FALSE,FALSE,TRUE,3,,,,,
5321,3k,punch,1,5.75,2.31,22,8,8,22,TRUE,FALSE,FALSE,1,,,,,
602,3k,brain,18,5.76,2.19,3,25,42,42,FALSE,FALSE,TRUE,3,,,,,
182,3k,bare,4,5.78,2.86,13,26,37,37,FALSE,FALSE,TRUE,3,,,,,
281,3k,beg,9,5.78,2.32,5,9,15,15,FALSE,FALSE,TRUE,3,,,,,
865,3k,camp,4,5.78,1.73,62,80,88,88,FALSE,FALSE,TRUE,3,,,,,
2237,3k,find,133,5.78,3.89,1342,870,874,1342,TRUE,FALSE,FALSE,1,,,,,
2570,lcnl,fudge,2,5.78,3.25,6,8,4,8,FALSE,TRUE,FALSE,2,,,,,
4103,3k,lose,12,5.78,2.32,47,60,61,61,FALSE,FALSE,TRUE,3,,,,,
4523,3k,mush,2,5.78,3.44,2,0,2,2,TRUE,FALSE,TRUE,1,,,,,
5481,3k,rash,2,5.78,2.1,10,1,1,10,TRUE,FALSE,FALSE,1,,,,,
6197,3k,shop,20,5.78,1.86,311,118,63,311,TRUE,FALSE,FALSE,1,,,,,
6,3k,ache,1,5.79,2.27,6,7,6,7,FALSE,TRUE,FALSE,2,,,,,
781,3k,bun,5,5.79,2.74,1,0,0,1,TRUE,FALSE,FALSE,1,,,,,
1075,3k,chore,1,5.79,1.51,0,0,0,0,TRUE,TRUE,TRUE,1,,,,,
2563,3k,fry,3,5.79,1.69,9,4,4,9,TRUE,FALSE,FALSE,1,,,,,
2735,3k,glad,22,5.79,2.18,196,151,124,196,TRUE,FALSE,FALSE,1,,,,,
3000,3k,growl,7,5.79,1.87,2,6,5,6,FALSE,TRUE,FALSE,2,,,,,
3916,3k,leash,1,5.79,1.84,17,12,6,17,TRUE,FALSE,FALSE,1,,,,,
4425,lcnl,month,4,5.79,1.51,18,50,55,55,FALSE,FALSE,TRUE,3,,,,,
4888,lcnl,peek,3,5.79,3.01,49,11,4,49,TRUE,FALSE,FALSE,1,,,,,
4974,3k,pile,12,5.79,2.7,134,64,59,134,TRUE,FALSE,FALSE,1,,,,,
5209,3k,pray,11,5.79,2.35,5,7,10,10,FALSE,FALSE,TRUE,3,,,,,
6164,3k,shine,5,5.79,2.12,53,32,17,53,TRUE,FALSE,FALSE,1,,,,,
6549,3k,snail,12,5.79,2.57,18,13,14,18,TRUE,FALSE,FALSE,1,,,,,
7868,3k,tuck,6,5.79,2.12,0,1,3,3,FALSE,FALSE,TRUE,3,,,,,
3408,3k,hum,8,5.795437,2.24,17,8,7,17,TRUE,FALSE,FALSE,1,,,,,
1160,3k,clear,25,5.8,1.79,15,95,132,132,FALSE,FALSE,TRUE,3,,,,,
6838,3k,spray,2,5.8,1.79,5,6,11,11,FALSE,FALSE,TRUE,3,,,,,
