,source,word,freq_lcnl,aoa_mean,aoa_sd,tasa_1,tasa_2,tasa_3,max tasa,,,,,,,,,
1411,3k,crane,10,6.775881,2.18,3,10,10,10,FALSE,TRUE,TRUE,2,,,,,
4345,3k,mike,47,6.775881,2.99,445,175,64,445,TRUE,FALSE,FALSE,1,,,,,
3118,3k,hare,31,6.78,2.05,13,4,5,13,TRUE,FALSE,FALSE,1,,,,,
4835,3k,past,56,6.78,1.52,115,159,178,178,FALSE,FALSE,TRUE,3,,,,,
5029,3k,plan,20,6.78,2.88,87,95,78,95,FALSE,TRUE,FALSE,2,,,,,
6435,lcnl,slime,1,6.78,2.37,0,1,0,1,FALSE,TRUE,FALSE,2,,,,,
6757,3k,spice,3,6.78,1.73,0,0,0,0,TRUE,TRUE,TRUE,1,,,,,
5186,3k,pound,2,6.79,2.44,17,16,14,17,TRUE,FALSE,FALSE,1,,,,,
5585,lcnl,rid,8,6.79,2.3,37,35,30,37,TRUE,FALSE,FALSE,1,,,,,
7637,3k,tin,6,6.79,2.32,32,19,28,32,TRUE,FALSE,FALSE,1,,,,,
8195,3k,weed,1,6.79,3.57,21,8,7,21,TRUE,FALSE,FALSE,1,,,,,
8375,3k,wise,9,6.79,2.55,106,47,40,106,TRUE,FALSE,FALSE,1,,,,,
7099,3k,straight,38,6.797195,1.69,79,141,148,148,FALSE,FALSE,TRUE,3,,,,,
6343,3k,skill,1,6.8,2.76,9,4,14,14,FALSE,FALSE,TRUE,3,,,,,
6667,3k,sort,32,6.807852,2.42,19,64,77,77,FALSE,FALSE,TRUE,3,,,,,
1556,3k,curb,1,6.81,2.99,10,10,8,10,TRUE,TRUE,FALSE,1,,,,,
1653,3k,deaf,1,6.83,1.5,2,8,13,13,FALSE,FALSE,TRUE,3,,,,,
449,3k,bloom,1,6.84,2.09,5,4,6,6,FALSE,FALSE,TRUE,3,,,,,
4031,3k,loaf,3,6.84,2.06,0,6,7,7,FALSE,FALSE,TRUE,3,,,,,
7742,3k,trace,2,6.84,4.21,13,8,10,13,TRUE,FALSE,FALSE,1,,,,,
4237,3k,march,10,6.85048,2.41,23,25,25,25,FALSE,TRUE,TRUE,2,,,,,
6293,3k,since,20,6.85048,1.76,55,149,200,200,FALSE,FALSE,TRUE,3,,,,,
1260,3k,coach,4,6.89,2,47,61,35,61,FALSE,TRUE,FALSE,2,,,,,
2383,3k,flour,4,6.89,2.33,56,18,12,56,TRUE,FALSE,FALSE,1,,,,,
2811,3k,goal,1,6.89,2.14,10,6,13,13,FALSE,FALSE,TRUE,3,,,,,
3284,3k,hive,1,6.89,2.56,4,12,11,12,FALSE,TRUE,FALSE,2,,,,,
8311,3k,whole,67,6.89,2.71,114,227,259,259,FALSE,FALSE,TRUE,3,,,,,
8572,3k,youth,1,6.89,2,0,3,10,10,FALSE,FALSE,TRUE,3,,,,,
176,3k,bar,7,6.9,2.62,39,28,34,39,TRUE,FALSE,FALSE,1,,,,,
3336,3k,hoof,1,6.9,2.51,1,1,5,5,FALSE,FALSE,TRUE,3,,,,,
880,3k,cape,4,6.903765,4.52,39,13,9,39,TRUE,FALSE,FALSE,1,,,,,
2923,unl,greens,1,6.903765,3.69,2,3,3,3,FALSE,TRUE,TRUE,2,,,,,
7626,3k,till,52,6.903765,1.85,40,68,69,69,FALSE,FALSE,TRUE,3,,,,,
6201,3k,shore,9,6.925079,2.04,53,59,67,67,FALSE,FALSE,TRUE,3,,,,,
835,3k,cab,4,6.94,2.86,9,9,8,9,TRUE,TRUE,FALSE,1,,,,,
1178,3k,click,17,6.94,2.6,39,7,11,39,TRUE,FALSE,FALSE,1,,,,,
2025,3k,east,12,6.94,3.56,38,55,74,74,FALSE,FALSE,TRUE,3,,,,,
2142,3k,fault,6,6.94,2.84,8,28,31,31,FALSE,FALSE,TRUE,3,,,,,
5922,3k,scout,1,6.94,2.36,6,7,12,12,FALSE,FALSE,TRUE,3,,,,,
6018,3k,seek,10,6.94,2.31,5,3,9,9,FALSE,FALSE,TRUE,3,,,,,
6382,3k,slam,5,6.94,1.95,7,5,4,7,TRUE,FALSE,FALSE,1,,,,,
6884,3k,squash,2,6.94,3.3,0,3,7,7,FALSE,FALSE,TRUE,3,,,,,
7744,3k,track,21,6.94,2.8,38,64,60,64,FALSE,TRUE,FALSE,2,,,,,
1204,3k,cloak,3,6.95,2.41,0,4,7,7,FALSE,FALSE,TRUE,3,,,,,
2094,3k,fade,2,6.95,2.67,1,2,2,2,FALSE,TRUE,TRUE,2,,,,,
4199,3k,maid,23,6.95,1.68,22,7,4,22,TRUE,FALSE,FALSE,1,,,,,
4384,3k,mist,2,6.95,2.61,0,6,11,11,FALSE,FALSE,TRUE,3,,,,,
4799,3k,pale,2,6.95,2.66,4,30,39,39,FALSE,FALSE,TRUE,3,,,,,
7029,3k,stew,14,6.95,3.44,8,11,9,11,FALSE,TRUE,FALSE,2,,,,,
7808,3k,trim,4,6.95,2.37,2,3,2,3,FALSE,TRUE,FALSE,2,,,,,
8045,3k,vine,2,6.95,3.36,3,1,7,7,FALSE,FALSE,TRUE,3,,,,,
3492,3k,jack,57,6.95705,2.91,244,165,92,244,TRUE,FALSE,FALSE,1,,,,,
8542,3k,yet,32,6.95705,1.85,146,202,246,246,FALSE,FALSE,TRUE,3,,,,,
313,3k,bet,16,7,2.43,99,75,44,99,TRUE,FALSE,FALSE,1,,,,,
420,3k,blind,6,7,2.6,19,35,36,36,FALSE,FALSE,TRUE,3,,,,,
1644,3k,dawn,4,7,1.94,30,25,31,31,FALSE,FALSE,TRUE,3,,,,,
1749,3k,dip,2,7,2.81,8,3,5,8,TRUE,FALSE,FALSE,1,,,,,
1928,3k,drown,3,7,2.52,7,8,5,8,FALSE,TRUE,FALSE,2,,,,,
3139,3k,hatch,9,7,3.03,18,13,14,18,TRUE,FALSE,FALSE,1,,,,,
3194,3k,heck,1,7,3.04,4,6,1,6,FALSE,TRUE,FALSE,2,,,,,
3833,3k,lane,8,7,2.85,8,9,12,12,FALSE,FALSE,TRUE,3,,,,,
4599,3k,net,8,7,2.9,34,28,28,34,TRUE,FALSE,FALSE,1,,,,,
4614,3k,niece,2,7,2.4,0,0,2,2,FALSE,FALSE,TRUE,3,,,,,
5719,3k,row,4,7,3.07,27,45,46,46,FALSE,FALSE,TRUE,3,,,,,
6896,3k,squeal,3,7,3.48,1,1,2,2,FALSE,FALSE,TRUE,3,,,,,
8285,3k,whip,2,7,2.69,6,18,16,18,FALSE,TRUE,FALSE,2,,,,,
8441,3k,wrap,2,7,2.72,5,8,10,10,FALSE,FALSE,TRUE,3,,,,,
751,3k,bud,1,7.010335,1.5,39,19,12,39,TRUE,FALSE,FALSE,1,,,,,
3635,3k,just,448,7.010335,2.48,2152,2096,1991,2152,TRUE,FALSE,FALSE,1,,,,,
2055,3k,elk,1,7.05,4.68,8,9,6,9,FALSE,TRUE,FALSE,2,,,,,
6036,3k,sell,16,7.05,2.53,80,91,86,91,FALSE,TRUE,FALSE,2,,,,,
7376,3k,tan,1,7.05,3.14,51,8,8,51,TRUE,FALSE,FALSE,1,,,,,
393,3k,blast,2,7.06,3.02,2,11,13,13,FALSE,FALSE,TRUE,3,,,,,
1733,3k,dim,1,7.06,2.62,7,15,19,19,FALSE,FALSE,TRUE,3,,,,,
2900,3k,grave,3,7.06,2.9,0,4,7,7,FALSE,FALSE,TRUE,3,,,,,
7541,3k,thread,4,7.06,2.92,21,22,11,22,FALSE,TRUE,FALSE,2,,,,,
8275,3k,while,114,7.06362,2.04,312,494,567,567,FALSE,FALSE,TRUE,3,,,,,
8427,3k,worth,5,7.084934,2.87,18,31,42,42,FALSE,FALSE,TRUE,3,,,,,
825,3k,buzz,17,7.095591,2.54,3,10,7,10,FALSE,TRUE,FALSE,2,,,,,
2821,3k,gold,38,7.1,2.13,140,155,150,155,FALSE,TRUE,FALSE,2,,,,,
5236,3k,priest,3,7.1,1.86,0,7,19,19,FALSE,FALSE,TRUE,3,,,,,
143,3k,bait,1,7.11,2.08,8,6,7,8,TRUE,FALSE,FALSE,1,,,,,
991,3k,cheap,2,7.11,2.08,1,5,7,7,FALSE,FALSE,TRUE,3,,,,,
3026,3k,guide,3,7.11,1.71,3,22,21,22,FALSE,TRUE,FALSE,2,,,,,
4868,3k,peak,1,7.11,2.11,16,9,9,16,TRUE,FALSE,FALSE,1,,,,,
5081,3k,plow,6,7.11,2.3,1,17,13,17,FALSE,TRUE,FALSE,2,,,,,
5621,3k,ripe,2,7.11,2.87,6,5,10,10,FALSE,FALSE,TRUE,3,,,,,
5731,3k,rude,9,7.11,2.51,3,5,4,5,FALSE,TRUE,FALSE,2,,,,,
1504,3k,crowd,11,7.14,2.75,24,78,82,82,FALSE,FALSE,TRUE,3,,,,,
7543,3k,threat,1,7.14,2.43,0,1,2,2,FALSE,FALSE,TRUE,3,,,,,
5073,lcnl,plop,3,7.15,4.18,15,4,1,15,TRUE,FALSE,FALSE,1,,,,,
543,3k,booth,2,7.16,1.61,4,12,9,12,FALSE,TRUE,FALSE,2,,,,,
2823,3k,golf,2,7.16,2.61,21,21,11,21,TRUE,TRUE,FALSE,1,,,,,
3990,3k,limb,2,7.16,2.39,6,8,8,8,FALSE,TRUE,TRUE,2,,,,,
3994,3k,limp,2,7.16,2.14,5,7,9,9,FALSE,FALSE,TRUE,3,,,,,
72,lcnl,ark,2,7.17,3.33,0,1,3,3,FALSE,FALSE,TRUE,3,,,,,
2573,3k,fuel,4,7.17,2.79,8,21,24,24,FALSE,FALSE,TRUE,3,,,,,
3899,3k,lean,8,7.17,2.66,1,11,13,13,FALSE,FALSE,TRUE,3,,,,,
5062,3k,pledge,1,7.17,2.46,0,2,2,2,FALSE,TRUE,TRUE,2,,,,,
5493,3k,raw,4,7.17,2.71,1,10,16,16,FALSE,FALSE,TRUE,3,,,,,
6053,3k,serve,6,7.17,2.12,4,11,12,12,FALSE,FALSE,TRUE,3,,,,,
7379,3k,tank,16,7.17,2.36,51,41,34,51,TRUE,FALSE,FALSE,1,,,,,
7730,3k,tour,1,7.17,2.36,0,3,5,5,FALSE,FALSE,TRUE,3,,,,,
2467,3k,forth,32,7.17019,2.6,15,37,51,51,FALSE,FALSE,TRUE,3,,,,,
2363,3k,flock,2,7.18,2.9,13,16,18,18,FALSE,FALSE,TRUE,3,,,,,
2748,unl,glazed,1,7.19,2.23,0,1,1,1,FALSE,TRUE,TRUE,2,,,,,
6657,3k,soot,1,7.2,2.8,0,0,0,0,TRUE,TRUE,TRUE,1,,,,,
1767,3k,dive,4,7.21,2.53,10,28,18,28,FALSE,TRUE,FALSE,2,,,,,
2300,lcnl,flap,15,7.21,3.07,2,7,5,7,FALSE,TRUE,FALSE,2,,,,,
599,3k,braid,1,7.22,3.67,0,1,1,1,FALSE,TRUE,TRUE,2,,,,,
1476,3k,crisp,5,7.22,2.84,1,1,3,3,FALSE,FALSE,TRUE,3,,,,,
4532,lcnl,mutt,1,7.22,2.02,3,1,0,3,TRUE,FALSE,FALSE,1,,,,,
7390,3k,tar,2,7.22,2.62,7,3,4,7,TRUE,FALSE,FALSE,1,,,,,
7505,3k,thief,4,7.22,2.21,5,15,15,15,FALSE,TRUE,TRUE,2,,,,,
910,3k,cast,5,7.24,3.16,4,11,20,20,FALSE,FALSE,TRUE,3,,,,,
8147,3k,wart,3,7.25,1.97,0,0,1,1,FALSE,FALSE,TRUE,3,,,,,
150,3k,bald,1,7.26,3.35,18,5,6,18,TRUE,FALSE,FALSE,1,,,,,
2118,3k,fame,1,7.26,2.49,0,1,2,2,FALSE,FALSE,TRUE,3,,,,,
6434,3k,slim,2,7.26,2.42,7,4,10,10,FALSE,FALSE,TRUE,3,,,,,
7016,3k,stem,1,7.26,2.6,2,9,11,11,FALSE,FALSE,TRUE,3,,,,,
7283,3k,sweat,1,7.26,3.26,6,15,18,18,FALSE,FALSE,TRUE,3,,,,,
1183,3k,cliff,3,7.27676,1.51,52,25,24,52,TRUE,FALSE,FALSE,1,,,,,
4840,3k,patch,8,7.28,2.63,22,31,21,31,FALSE,TRUE,FALSE,2,,,,,
5458,3k,ramp,1,7.28,1.84,0,3,4,4,FALSE,FALSE,TRUE,3,,,,,
5645,3k,rob,13,7.28,2.78,102,10,8,102,TRUE,FALSE,FALSE,1,,,,,
7566,3k,throne,11,7.28,2.32,3,4,8,8,FALSE,FALSE,TRUE,3,,,,,
2863,3k,grace,19,7.287417,2.87,1,7,15,15,FALSE,FALSE,TRUE,3,,,,,
3041,3k,gulp,3,7.29,3.39,1,1,4,4,FALSE,FALSE,TRUE,3,,,,,
2235,3k,fin,1,7.3,3.36,71,11,1,71,TRUE,FALSE,FALSE,1,,,,,
7826,3k,trot,11,7.3,2.23,3,4,4,4,FALSE,TRUE,TRUE,2,,,,,
7535,3k,though,36,7.319388,1.8,67,193,304,304,FALSE,FALSE,TRUE,3,,,,,
6042,3k,sense,5,7.32,2.31,16,40,61,61,FALSE,FALSE,TRUE,3,,,,,
6905,lcnl,squid,2,7.32,3.46,0,8,3,8,FALSE,TRUE,FALSE,2,,,,,
7881,3k,tune,9,7.32,3.07,9,13,18,18,FALSE,FALSE,TRUE,3,,,,,
24,3k,aid,3,7.33,2.2,1,12,11,12,FALSE,TRUE,FALSE,2,,,,,
987,3k,chat,1,7.33,2.43,1,2,2,2,FALSE,TRUE,TRUE,2,,,,,
2908,3k,grease,2,7.33,2.09,0,5,10,10,FALSE,FALSE,TRUE,3,,,,,
4417,3k,mole,4,7.33,3.02,35,30,4,35,TRUE,FALSE,FALSE,1,,,,,
4727,3k,oil,10,7.33,2.63,48,58,79,79,FALSE,FALSE,TRUE,3,,,,,
6126,3k,shed,6,7.33,2.35,25,22,28,28,FALSE,FALSE,TRUE,3,,,,,
6286,3k,sill,2,7.33,2.57,3,5,4,5,FALSE,TRUE,FALSE,2,,,,,
8501,3k,yank,1,7.33,3.06,0,0,1,1,FALSE,FALSE,TRUE,3,,,,,
1378,3k,course,59,7.340702,1.96,92,203,278,278,FALSE,FALSE,TRUE,3,,,,,
3805,3k,lad,4,7.35,2.18,25,19,14,25,TRUE,FALSE,FALSE,1,,,,,
4705,3k,oak,3,7.35,1.79,16,31,31,31,FALSE,TRUE,TRUE,2,,,,,
5226,3k,price,1,7.35,2.78,15,18,24,24,FALSE,FALSE,TRUE,3,,,,,
5463,3k,ranch,3,7.35,2.62,31,27,27,31,TRUE,FALSE,FALSE,1,,,,,
6770,3k,spine,1,7.35,2.03,0,3,3,3,FALSE,TRUE,TRUE,2,,,,,
1120,3k,clam,2,7.37,2.22,0,7,9,9,FALSE,FALSE,TRUE,3,,,,,
1708,lcnl,dew,2,7.37,2.59,0,7,6,7,FALSE,TRUE,FALSE,2,,,,,
5024,3k,plain,17,7.37,3.04,15,35,48,48,FALSE,FALSE,TRUE,3,,,,,
8289,3k,whirl,1,7.37,2.03,7,2,3,7,TRUE,FALSE,FALSE,1,,,,,
6273,3k,sigh,15,7.39,2.35,6,15,18,18,FALSE,FALSE,TRUE,3,,,,,
6284,3k,silk,9,7.39,2.5,8,14,18,18,FALSE,FALSE,TRUE,3,,,,,
7053,3k,stitch,1,7.39,2.33,5,2,2,5,TRUE,FALSE,FALSE,1,,,,,
2388,3k,flow,1,7.4,1.9,1,10,19,19,FALSE,FALSE,TRUE,3,,,,,
7238,3k,surf,1,7.4,1.67,10,4,3,10,TRUE,FALSE,FALSE,1,,,,,
2306,lcnl,flash,2,7.42,2.46,42,41,32,42,TRUE,FALSE,FALSE,1,,,,,
6602,3k,snort,14,7.42,3.64,0,1,3,3,FALSE,FALSE,TRUE,3,,,,,
7291,3k,swell,1,7.42,3.08,4,9,5,9,FALSE,TRUE,FALSE,2,,,,,
2832,lcnl,goods,1,7.436615,2.99,5,12,31,31,FALSE,FALSE,TRUE,3,,,,,
5416,3k,quite,77,7.436615,2.54,35,138,186,186,FALSE,FALSE,TRUE,3,,,,,
2239,3k,fine,56,7.44,2.68,223,212,177,223,TRUE,FALSE,FALSE,1,,,,,
2874,3k,grain,4,7.44,2.41,12,28,31,31,FALSE,FALSE,TRUE,3,,,,,
5480,3k,rare,2,7.45,2.42,3,7,9,9,FALSE,FALSE,TRUE,3,,,,,
395,3k,blaze,25,7.47,2.37,0,1,4,4,FALSE,FALSE,TRUE,3,,,,,
1568,3k,curse,2,7.47,2.67,0,0,3,3,FALSE,FALSE,TRUE,3,,,,,
2344,3k,flight,3,7.47,4.15,6,14,23,23,FALSE,FALSE,TRUE,3,,,,,
2523,lcnl,fried,5,7.47,2.67,1,10,8,10,FALSE,TRUE,FALSE,2,,,,,
3170,3k,heal,1,7.47,2.27,2,3,2,3,FALSE,TRUE,FALSE,2,,,,,
4714,lcnl,oats,5,7.4899,2.69,7,5,8,8,FALSE,FALSE,TRUE,3,,,,,
973,3k,charge,9,7.5,3.2,21,25,38,38,FALSE,FALSE,TRUE,3,,,,,
5372,3k,quart,1,7.5,1.79,0,3,3,3,FALSE,TRUE,TRUE,2,,,,,
1571,3k,curve,1,7.52,3.71,7,11,16,16,FALSE,FALSE,TRUE,3,,,,,
8432,3k,wound,5,7.52,2.73,6,9,24,24,FALSE,FALSE,TRUE,3,,,,,
1025,3k,chief,6,7.53,2.86,17,55,64,64,FALSE,FALSE,TRUE,3,,,,,
1961,3k,due,1,7.53,3.03,0,6,6,6,FALSE,TRUE,TRUE,2,,,,,
2104,3k,faint,6,7.53,2.12,4,9,21,21,FALSE,FALSE,TRUE,3,,,,,
2528,3k,fright,3,7.53,3.04,1,5,7,7,FALSE,FALSE,TRUE,3,,,,,
5810,3k,sap,1,7.53,3.64,29,18,11,29,TRUE,FALSE,FALSE,1,,,,,
6185,3k,shock,2,7.53,2.32,0,10,15,15,FALSE,FALSE,TRUE,3,,,,,
7263,3k,swap,9,7.53,3.36,15,4,5,15,TRUE,FALSE,FALSE,1,,,,,
8347,3k,will,485,7.53,2.87,4845,2333,1948,4845,TRUE,FALSE,FALSE,1,,,,,
4250,lcnl,mars,7,7.543185,1.73,0,11,13,13,FALSE,FALSE,TRUE,3,,,,,
3126,3k,harp,1,7.55,3.59,0,3,5,5,FALSE,FALSE,TRUE,3,,,,,
1460,3k,crew,1,7.56,2.66,12,28,33,33,FALSE,FALSE,TRUE,3,,,,,
2443,3k,fool,8,7.56,3.05,33,44,37,44,FALSE,TRUE,FALSE,2,,,,,
3173,3k,health,1,7.56,4.03,2,6,31,31,FALSE,FALSE,TRUE,3,,,,,
5697,3k,rot,1,7.57,2.27,0,1,3,3,FALSE,FALSE,TRUE,3,,,,,
2463,3k,form,5,7.58,2.97,17,45,100,100,FALSE,FALSE,TRUE,3,,,,,
3147,3k,haul,3,7.58,2.5,2,5,6,6,FALSE,FALSE,TRUE,3,,,,,
5625,3k,risk,1,7.58,2.14,1,5,15,15,FALSE,FALSE,TRUE,3,,,,,
6762,3k,spike,11,7.58,3.67,0,9,6,9,FALSE,TRUE,FALSE,2,,,,,
7117,3k,stray,2,7.58,2.27,0,9,5,9,FALSE,TRUE,FALSE,2,,,,,
7185,3k,stump,7,7.58,2.61,6,8,8,8,FALSE,TRUE,TRUE,2,,,,,
7198,3k,style,1,7.58,2.19,0,5,10,10,FALSE,FALSE,TRUE,3,,,,,
7370,3k,tame,2,7.58,2.06,4,5,5,5,FALSE,TRUE,TRUE,2,,,,,
4611,3k,nick,6,7.585813,2.04,79,44,9,79,TRUE,FALSE,FALSE,1,,,,,
981,3k,chart,1,7.59,2.92,18,21,22,22,FALSE,FALSE,TRUE,3,,,,,
8453,3k,wreck,1,7.59,2.06,0,4,4,4,FALSE,TRUE,TRUE,2,,,,,
5997,3k,seam,1,7.6,1.88,0,0,0,0,TRUE,TRUE,TRUE,1,,,,,
1479,3k,croak,4,7.61,3.24,11,0,1,11,TRUE,FALSE,FALSE,1,,,,,
6945,3k,stale,1,7.61,2.03,1,1,1,1,TRUE,TRUE,TRUE,1,,,,,
6967,3k,stare,2,7.61,3.03,2,11,13,13,FALSE,FALSE,TRUE,3,,,,,
2915,3k,greed,1,7.63,2.27,0,0,0,0,TRUE,TRUE,TRUE,1,,,,,
7590,3k,thump,49,7.63,3.9,18,12,10,18,TRUE,FALSE,FALSE,1,,,,,
4350,3k,mile,8,7.65,2.21,8,27,37,37,FALSE,FALSE,TRUE,3,,,,,
8365,3k,wink,5,7.65,4.57,9,6,5,9,TRUE,FALSE,FALSE,1,,,,,
8401,3k,wont,5,7.65,4.3,0,1,1,1,FALSE,TRUE,TRUE,2,,,,,
1469,3k,crime,1,7.67,3.2,0,3,12,12,FALSE,FALSE,TRUE,3,,,,,
1610,3k,damp,3,7.67,2.11,11,21,25,25,FALSE,FALSE,TRUE,3,,,,,
2486,3k,frame,2,7.67,2.68,9,17,26,26,FALSE,FALSE,TRUE,3,,,,,
5246,3k,print,2,7.67,2.99,4,10,17,17,FALSE,FALSE,TRUE,3,,,,,
8130,3k,war,8,7.67,1.75,40,66,83,83,FALSE,FALSE,TRUE,3,,,,,
8535,3k,yelp,2,7.67,2.22,0,3,1,3,FALSE,TRUE,FALSE,2,,,,,
1106,3k,chute,3,7.68,2.43,1,4,4,4,FALSE,TRUE,TRUE,2,,,,,
7004,3k,steel,7,7.68,2.45,19,22,32,32,FALSE,FALSE,TRUE,3,,,,,
4089,3k,loose,10,7.71,3.64,18,40,51,51,FALSE,FALSE,TRUE,3,,,,,
4474,lcnl,mound,1,7.71,2.71,0,4,6,6,FALSE,FALSE,TRUE,3,,,,,
614,3k,brand,4,7.72,2.35,3,5,4,5,FALSE,TRUE,FALSE,2,,,,,
806,3k,burst,8,7.72,2.7,8,29,37,37,FALSE,FALSE,TRUE,3,,,,,
4396,3k,moan,2,7.72,3.69,1,1,2,2,FALSE,FALSE,TRUE,3,,,,,
1192,3k,cling,1,7.74,3.38,0,0,1,1,FALSE,FALSE,TRUE,3,,,,,
1632,3k,dash,2,7.74,2.92,1,6,10,10,FALSE,FALSE,TRUE,3,,,,,
2471,3k,foul,1,7.75,2.15,3,2,4,4,FALSE,FALSE,TRUE,3,,,,,
5759,3k,rust,3,7.75,2.9,5,1,2,5,TRUE,FALSE,FALSE,1,,,,,
6949,3k,stall,1,7.75,2.79,5,9,15,15,FALSE,FALSE,TRUE,3,,,,,
7142,3k,strike,5,7.75,2.34,0,12,23,23,FALSE,FALSE,TRUE,3,,,,,
8350,3k,wilt,3,7.76,2.49,0,3,1,3,FALSE,TRUE,FALSE,2,,,,,
7688,lcnl,tongs,2,7.777639,2.55,1,0,1,1,TRUE,FALSE,TRUE,1,,,,,
960,3k,chance,14,7.78,2.1,51,90,100,100,FALSE,FALSE,TRUE,3,,,,,
3345,3k,hoot,5,7.78,5.06,53,0,0,53,TRUE,FALSE,FALSE,1,,,,,
4029,3k,load,10,7.78,2.39,10,25,27,27,FALSE,FALSE,TRUE,3,,,,,
8026,3k,vet,7,7.78,4.47,10,7,3,10,TRUE,FALSE,FALSE,1,,,,,
2320,3k,flea,6,7.79,2.97,13,14,4,14,FALSE,TRUE,FALSE,2,,,,,
3175,3k,heap,3,7.79,3.17,3,8,10,10,FALSE,FALSE,TRUE,3,,,,,
7120,3k,streak,1,7.79,2.66,1,3,4,4,FALSE,FALSE,TRUE,3,,,,,
7298,3k,swift,2,7.79,2.44,0,4,6,6,FALSE,FALSE,TRUE,3,,,,,
1508,3k,crown,8,7.8,3.35,7,8,8,8,FALSE,TRUE,TRUE,2,,,,,
2159,3k,feast,9,7.81,3.91,3,17,17,17,FALSE,TRUE,TRUE,2,,,,,
7160,3k,stroll,2,7.83,1.47,3,4,3,4,FALSE,TRUE,FALSE,2,,,,,
1488,3k,crook,1,7.84,2.65,1,0,3,3,FALSE,FALSE,TRUE,3,,,,,
5034,3k,plank,2,7.84,2.81,1,3,3,3,FALSE,TRUE,TRUE,2,,,,,
5279,3k,prove,8,7.84,2.59,7,17,20,20,FALSE,FALSE,TRUE,3,,,,,
6398,3k,slave,1,7.84,2.03,8,20,21,21,FALSE,FALSE,TRUE,3,,,,,
7709,3k,torch,2,7.84,4,5,1,4,5,TRUE,FALSE,FALSE,1,,,,,
3200,3k,heel,1,7.85,2.72,1,6,4,6,FALSE,TRUE,FALSE,2,,,,,
3759,3k,knit,7,7.86,2.95,1,2,3,3,FALSE,FALSE,TRUE,3,,,,,
1968,3k,duke,10,7.89,2.96,0,8,12,12,FALSE,FALSE,TRUE,3,,,,,
5442,3k,rail,3,7.89,2.99,6,8,9,9,FALSE,FALSE,TRUE,3,,,,,
7984,3k,vase,2,7.89,2.59,1,2,3,3,FALSE,FALSE,TRUE,3,,,,,
4883,3k,peck,5,7.894866,4.03,0,4,3,4,FALSE,TRUE,FALSE,2,,,,,
8359,3k,wine,8,7.9,2.95,2,11,16,16,FALSE,FALSE,TRUE,3,,,,,
4629,3k,nip,1,7.94,3.11,0,0,0,0,TRUE,TRUE,TRUE,1,,,,,
2640,3k,gash,1,7.95,2.99,0,0,1,1,FALSE,FALSE,TRUE,3,,,,,
5330,3k,pure,1,7.95,3.34,2,6,18,18,FALSE,FALSE,TRUE,3,,,,,
6712,3k,spark,2,7.95,2.37,0,3,3,3,FALSE,TRUE,TRUE,2,,,,,
7256,3k,swamp,21,7.95,2.31,13,21,13,21,FALSE,TRUE,FALSE,2,,,,,
398,lcnl,bleach,1,8,3.25,0,1,0,1,FALSE,TRUE,FALSE,2,,,,,
513,3k,bomb,1,8,2.49,0,1,3,3,FALSE,FALSE,TRUE,3,,,,,
1449,3k,creep,6,8,2.38,11,11,9,11,TRUE,TRUE,FALSE,1,,,,,
3861,3k,latch,3,8,3.28,8,4,4,8,TRUE,FALSE,FALSE,1,,,,,
6814,3k,spool,1,8,3.2,7,2,1,7,TRUE,FALSE,FALSE,1,,,,,
6827,3k,spout,1,8,3.36,1,3,3,3,FALSE,TRUE,TRUE,2,,,,,
6874,3k,spy,13,8,2.81,3,8,10,10,FALSE,FALSE,TRUE,3,,,,,
7008,3k,steep,4,8,2.38,13,18,23,23,FALSE,FALSE,TRUE,3,,,,,
8546,3k,yield,1,8,2.45,0,0,0,0,TRUE,TRUE,TRUE,1,,,,,
1970,3k,dull,3,8.05,2.46,30,17,19,30,TRUE,FALSE,FALSE,1,,,,,
2642,3k,gasp,1,8.05,2.12,1,4,5,5,FALSE,FALSE,TRUE,3,,,,,
3366,3k,host,2,8.05,2.7,0,2,3,3,FALSE,FALSE,TRUE,3,,,,,
4349,3k,mild,3,8.05,2.56,1,4,5,5,FALSE,FALSE,TRUE,3,,,,,
7583,3k,thud,7,8.06,2.84,1,5,6,6,FALSE,FALSE,TRUE,3,,,,,
8408,3k,wool,3,8.06,3.02,30,23,29,30,TRUE,FALSE,FALSE,1,,,,,
1435,3k,creak,3,8.1,3.57,0,3,3,3,FALSE,TRUE,TRUE,2,,,,,
775,3k,bum,1,8.11,3.3,1,4,3,4,FALSE,TRUE,FALSE,2,,,,,
1281,3k,code,3,8.11,2.79,4,7,5,7,FALSE,TRUE,FALSE,2,,,,,
5176,3k,post,4,8.11,3,17,28,38,38,FALSE,FALSE,TRUE,3,,,,,
6697,3k,spade,2,8.11,2.63,1,3,1,3,FALSE,TRUE,FALSE,2,,,,,
3056,3k,gust,2,8.12,2.57,0,0,2,2,FALSE,FALSE,TRUE,3,,,,,
7035,3k,stiff,4,8.16,2.34,21,18,24,24,FALSE,FALSE,TRUE,3,,,,,
4355,3k,mill,2,8.17,2.62,19,17,22,22,FALSE,FALSE,TRUE,3,,,,,
4997,3k,pipe,7,8.17,2.23,42,37,21,42,TRUE,FALSE,FALSE,1,,,,,
5866,3k,scene,3,8.17,3.84,0,6,20,20,FALSE,FALSE,TRUE,3,,,,,
5945,3k,screech,15,8.17,2.96,0,3,5,5,FALSE,FALSE,TRUE,3,,,,,
