,Unnamed: 0,word,source,freq_lcnl,freq_lcnl_log,freq_lcnl_log_flipscale,aoa_mean,aoa_sd,aoa_mean_scale,tasa_1,tasa_2,tasa_3,Word,SUBTLWF,freq_lcnl_extended,freq_lcnl_extended_log,freq_lcnl_extended_log_flipscale,score,score_extended
108,120,must,3k,148.0,2.173186268412274,1.8075441081236714,4.58,2.36,1.8319999999999999,818.0,792.0,834.0,must,699.2352941176471,148.0,2.173186268412274,1.8075441081236714,10.90640437843285,10.90640437843285
2064,2263,duck,3k,72.0,1.863322860120456,2.1174075164154895,3.5,1.64,1.4,390.0,50.0,20.0,duck,24.764705882352942,72.0,1.863322860120456,2.1174075164154895,10.910926307454213,10.910926307454213
978,1080,sad,3k,60.0,1.7853298350107671,2.1954005415251783,3.24,2.21,1.296,274.0,147.0,84.0,sad,63.372549019607845,60.0,1.7853298350107671,2.1954005415251783,10.923901895338124,10.923901895338124
1690,1855,cry,3k,44.0,1.6532125137753437,2.327517862760602,2.78,1.66,1.112,187.0,147.0,89.0,cry,65.6470588235294,44.0,1.6532125137753437,2.327517862760602,10.926312519662106,10.926312519662106
761,842,love,3k,215.0,2.3344537511509307,1.6462766253850147,5.17,3.54,2.068,111.0,164.0,135.0,love,1114.9803921568628,215.0,2.3344537511509307,1.6462766253850147,10.931968188847552,10.931968188847552
367,410,best,3k,105.0,2.0253058652647704,1.955424511271175,4.0903170000000015,1.66,1.6361268000000002,395.0,372.0,339.0,best,404.37254901960785,105.0,2.0253058652647704,1.955424511271175,10.934302789449113,10.934302789449113
1205,1326,dark,3k,83.0,1.9242792860618816,2.056451090474064,3.74,1.37,1.496,324.0,340.0,310.0,dark,88.6078431372549,83.0,1.9242792860618816,2.056451090474064,10.937578816659224,10.937578816659224
1786,1963,fun,3k,79.0,1.9030899869919435,2.077640389544002,3.67,0.97,1.4680000000000002,629.0,241.0,159.0,fun,235.49019607843138,79.0,1.9030899869919435,2.077640389544002,10.941741363404008,10.941741363404008
577,649,way,3k,247.0,2.3944516808262164,1.586278695709729,5.39,1.74,2.156,1288.0,1322.0,1517.0,way,1424.7254901960785,247.0,2.3944516808262164,1.586278695709729,10.941975434984052,10.941975434984052
2584,2827,wish,3k,84.0,1.9294189257142926,2.051311450821653,3.79,0.92,1.516,366.0,200.0,145.0,wish,235.11764705882354,84.0,1.9294189257142926,2.051311450821653,10.969590077875786,10.969590077875786
2075,2274,frog,3k,117.0,2.0718820073061255,1.9088483692298197,4.32,1.45,1.7280000000000002,876.0,101.0,28.0,frog,11.823529411764707,117.0,2.0718820073061255,1.90884836922982,11.000969292304369,11.00096929230437
1727,1899,last,3k,119.0,2.0791812460476247,1.9015491304883207,4.3460849999999995,1.83,1.7384340000000005,632.0,675.0,653.0,last,723.0980392156863,119.0,2.0791812460476247,1.9015491304883207,11.001506956709122,11.001506956709122
1030,1138,shoe,3k,37.0,1.5797835966168101,2.4009467799191353,2.6,1.19,1.04,45.0,34.0,27.0,shoe,30.392156862745097,37.0,1.5797835966168101,2.4009467799191353,11.003313729716973,11.003313729716973
1555,1704,hill,3k,66.0,1.8260748027008264,2.154655573835119,3.47,1.47,1.388,252.0,182.0,134.0,hill,37.549019607843135,66.0,1.8260748027008264,2.154655573835119,11.011294508422917,11.011294508422917
412,465,much,3k,138.0,2.143014800254095,1.8377155762818504,4.580539,1.24,1.8322156000000003,698.0,820.0,975.0,much,973.2549019607843,138.0,2.143014800254095,1.8377155762818504,11.012543516986476,11.012543516986476
2174,2382,bye,3k,58.0,1.7708520116421442,2.209878364893801,3.280385,2.16,1.312154,#N/A,#N/A,#N/A,#N/A,#N/A,58.0,1.7708520116421442,2.209878364893801,11.014959277128305,11.014959277128305
2474,2707,sky,3k,104.0,2.0211892990699383,1.9595410774660074,4.17,1.89,1.6680000000000001,404.0,254.0,205.0,sky,44.80392156862745,104.0,2.0211892990699383,1.9595410774660071,11.028393771131025,11.028393771131025
